page,page_num,winner_filename,selection_method,winner_score,layout_type,ad_type,category
page_419,419,page_419_semantic_3.csv,SCORE_TIED_RECENCY,75.24,COMPLEX_LAYOUT,PARTIAL_AD,COMPLEX_LAYOUT: PARTIAL_AD
page_420,420,page_420_semantic_2.csv,SCORE_TIED_RECENCY,79.03,COMPLEX_LAYOUT,PARTIAL_AD,COMPLEX_LAYOUT: PARTIAL_AD
page_421,421,page_421_semantic_2.csv,SCORE_TIED_RECENCY,79.1,SIMPLE_LAYOUT,NO_AD,SIMPLE_LAYOUT (auto NO_AD)
page_422,422,page_422_semantic_3.csv,SCORE_TIED_RECENCY,76.27,COMPLEX_LAYOUT,PARTIAL_AD,COMPLEX_LAYOUT: PARTIAL_AD
page_423,423,page_423_semantic_2.csv,SCORE_TIED_RECENCY,76.48,COMPLEX_LAYOUT,PARTIAL_AD,COMPLEX_LAYOUT: PARTIAL_AD
page_424,424,page_424_semantic_3.csv,SCORE_CLEAR,77.68,COMPLEX_LAYOUT,PARTIAL_AD,COMPLEX_LAYOUT: PARTIAL_AD
page_425,425,page_425_semantic_3.csv,SCORE_TIED_RECENCY,78.37,COMPLEX_LAYOUT,OTHER_UNPARSED,COMPLEX_LAYOUT: OTHER_UNPARSED
page_426,426,page_426_semantic_3.csv,SCORE_TIED_RECENCY,74.64,COMPLEX_LAYOUT,PARTIAL_AD,COMPLEX_LAYOUT: PARTIAL_AD
page_427,427,page_427_semantic_2.csv,SCORE_CLEAR,73.15,COMPLEX_LAYOUT,PARTIAL_AD,COMPLEX_LAYOUT: PARTIAL_AD
page_428,428,page_428_semantic_3.csv,SCORE_CLEAR,77.57,COMPLEX_LAYOUT,PARTIAL_AD,COMPLEX_LAYOUT: PARTIAL_AD
page_429,429,page_429_semantic_2.csv,SCORE_TIED_RECENCY,78.26,SIMPLE_LAYOUT,NO_AD,SIMPLE_LAYOUT (auto NO_AD)
page_430,430,page_430_semantic_3.csv,SCORE_CLEAR,80.33,COMPLEX_LAYOUT,PARTIAL_AD,COMPLEX_LAYOUT: PARTIAL_AD
page_431,431,page_431_semantic_3.csv,SCORE_CLEAR,78.43,COMPLEX_LAYOUT,OTHER_UNPARSED,COMPLEX_LAYOUT: OTHER_UNPARSED
page_432,432,page_432_semantic_3.csv,SCORE_TIED_RECENCY,76.42,SIMPLE_LAYOUT,NO_AD,SIMPLE_LAYOUT (auto NO_AD)
page_433,433,page_433_semantic_3.csv,SCORE_TIED_RECENCY,76.77,SIMPLE_LAYOUT,NO_AD,SIMPLE_LAYOUT (auto NO_AD)
page_434,434,page_434_semantic_2.csv,SCORE_TIED_RECENCY,79.36,COMPLEX_LAYOUT,PARTIAL_AD,COMPLEX_LAYOUT: PARTIAL_AD
page_435,435,page_435_semantic_3.csv,SCORE_CLEAR,79.84,COMPLEX_LAYOUT,PARTIAL_AD,COMPLEX_LAYOUT: PARTIAL_AD
page_436,436,page_436_semantic_2.csv,SCORE_CLEAR,75.68,COMPLEX_LAYOUT,NO_AD,COMPLEX_LAYOUT: NO_AD
page_437,437,page_437_semantic_2.csv,SCORE_CLEAR,76.73,COMPLEX_LAYOUT,PARTIAL_AD,COMPLEX_LAYOUT: PARTIAL_AD
page_438,438,page_438_semantic_3.csv,SCORE_CLEAR,78.97,COMPLEX_LAYOUT,OTHER_UNPARSED,COMPLEX_LAYOUT: OTHER_UNPARSED
page_439,439,page_439_semantic_3.csv,SCORE_CLEAR,79.66,COMPLEX_LAYOUT,OTHER_UNPARSED,COMPLEX_LAYOUT: OTHER_UNPARSED
page_440,440,page_440_semantic_3.csv,SCORE_TIED_RECENCY,74.55,COMPLEX_LAYOUT,PARTIAL_AD,COMPLEX_LAYOUT: PARTIAL_AD
page_441,441,page_441_semantic_3.csv,SCORE_TIED_RECENCY,73.81,COMPLEX_LAYOUT,PARTIAL_AD,COMPLEX_LAYOUT: PARTIAL_AD
page_442,442,page_442_semantic_2.csv,SCORE_TIED_RECENCY,79.13,COMPLEX_LAYOUT,PARTIAL_AD,COMPLEX_LAYOUT: PARTIAL_AD
page_443,443,page_443_semantic_3.csv,SCORE_TIED_RECENCY,78.92,COMPLEX_LAYOUT,NO_AD,COMPLEX_LAYOUT: NO_AD
page_444,444,page_444_semantic_3.csv,SCORE_TIED_RECENCY,75.17,COMPLEX_LAYOUT,NO_AD,COMPLEX_LAYOUT: NO_AD
page_445,445,page_445_semantic_2.csv,SCORE_TIED_RECENCY,77.6,SIMPLE_LAYOUT,NO_AD,SIMPLE_LAYOUT (auto NO_AD)
page_446,446,page_446_semantic_3.csv,SCORE_TIED_RECENCY,79.98,SIMPLE_LAYOUT,NO_AD,SIMPLE_LAYOUT (auto NO_AD)
page_447,447,page_447_semantic_3.csv,SCORE_TIED_RECENCY,80.24,SIMPLE_LAYOUT,NO_AD,SIMPLE_LAYOUT (auto NO_AD)
page_448,448,page_448_semantic_3.csv,SCORE_TIED_RECENCY,74.37,COMPLEX_LAYOUT,PARTIAL_AD,COMPLEX_LAYOUT: PARTIAL_AD
page_449,449,page_449_semantic_3.csv,SCORE_TIED_RECENCY,72.41,COMPLEX_LAYOUT,OTHER_UNPARSED,COMPLEX_LAYOUT: OTHER_UNPARSED
page_450,450,page_450_semantic_2.csv,SCORE_CLEAR,75.76,COMPLEX_LAYOUT,PARTIAL_AD,COMPLEX_LAYOUT: PARTIAL_AD
page_451,451,page_451_semantic_2.csv,SCORE_CLEAR,75.11,COMPLEX_LAYOUT,OTHER_UNPARSED,COMPLEX_LAYOUT: OTHER_UNPARSED
page_452,452,page_452_semantic_3.csv,SCORE_CLEAR,76.75,COMPLEX_LAYOUT,PARTIAL_AD,COMPLEX_LAYOUT: PARTIAL_AD
page_453,453,page_453_semantic_3.csv,SCORE_CLEAR,79.78,COMPLEX_LAYOUT,PARTIAL_AD,COMPLEX_LAYOUT: PARTIAL_AD
page_454,454,page_454_semantic_2.csv,SCORE_CLEAR,74.05,COMPLEX_LAYOUT,PARTIAL_AD,COMPLEX_LAYOUT: PARTIAL_AD
page_455,455,page_455_semantic_2.csv,SCORE_CLEAR,75.68,COMPLEX_LAYOUT,NO_AD,COMPLEX_LAYOUT: NO_AD
page_456,456,page_456_semantic_3.csv,SCORE_CLEAR,77.99,COMPLEX_LAYOUT,PARTIAL_AD,COMPLEX_LAYOUT: PARTIAL_AD
page_457,457,page_457_semantic_3.csv,SCORE_CLEAR,78.29,COMPLEX_LAYOUT,PARTIAL_AD,COMPLEX_LAYOUT: PARTIAL_AD
page_458,458,page_458_semantic_1.csv,SCORE_CLEAR,71.39,,,COMPLEX_LAYOUT: PARTIAL_AD
page_459,459,page_459_semantic_3.csv,SCORE_TIED_RECENCY,73.77,COMPLEX_LAYOUT,OTHER_UNPARSED,COMPLEX_LAYOUT: OTHER_UNPARSED
page_460,460,page_460_semantic_2.csv,SCORE_TIED_RECENCY,76.59,COMPLEX_LAYOUT,PARTIAL_AD,COMPLEX_LAYOUT: PARTIAL_AD
page_461,461,page_461_semantic_3.csv,SCORE_CLEAR,78.03,COMPLEX_LAYOUT,PARTIAL_AD,COMPLEX_LAYOUT: PARTIAL_AD
page_462,462,page_462_semantic_2.csv,SCORE_CLEAR,73.42,COMPLEX_LAYOUT,PARTIAL_AD,COMPLEX_LAYOUT: PARTIAL_AD
page_463,463,page_463_semantic_2.csv,SCORE_CLEAR,74.27,COMPLEX_LAYOUT,PARTIAL_AD,COMPLEX_LAYOUT: PARTIAL_AD
page_464,464,page_464_semantic_3.csv,SCORE_CLEAR,78.24,COMPLEX_LAYOUT,PARTIAL_AD,COMPLEX_LAYOUT: PARTIAL_AD
page_465,465,page_465_semantic_3.csv,SCORE_CLEAR,77.56,COMPLEX_LAYOUT,PARTIAL_AD,COMPLEX_LAYOUT: PARTIAL_AD
page_466,466,page_466_semantic_2.csv,SCORE_CLEAR,72.98,COMPLEX_LAYOUT,PARTIAL_AD,COMPLEX_LAYOUT: PARTIAL_AD
page_467,467,page_467_semantic_1.csv,SINGLE,76.12,COMPLEX_LAYOUT,PARTIAL_AD,COMPLEX_LAYOUT: PARTIAL_AD
page_468,468,page_468_semantic_3.csv,SCORE_CLEAR,78.06,SIMPLE_LAYOUT,NO_AD,SIMPLE_LAYOUT (auto NO_AD)
page_469,469,page_469_semantic_3.csv,SCORE_CLEAR,78.78,COMPLEX_LAYOUT,PARTIAL_AD,COMPLEX_LAYOUT: PARTIAL_AD
page_470,470,page_470_semantic_3.csv,SCORE_CLEAR,78.51,COMPLEX_LAYOUT,PARTIAL_AD,COMPLEX_LAYOUT: PARTIAL_AD
page_471,471,page_471_semantic_3.csv,SCORE_CLEAR,79.83,COMPLEX_LAYOUT,PARTIAL_AD,COMPLEX_LAYOUT: PARTIAL_AD
page_472,472,page_472_semantic_2.csv,SCORE_CLEAR,76.88,COMPLEX_LAYOUT,PARTIAL_AD,COMPLEX_LAYOUT: PARTIAL_AD
page_473,473,page_473_semantic_2.csv,SCORE_CLEAR,76.41,COMPLEX_LAYOUT,PARTIAL_AD,COMPLEX_LAYOUT: PARTIAL_AD
page_474,474,page_474_semantic_3.csv,SCORE_CLEAR,79.16,SIMPLE_LAYOUT,NO_AD,SIMPLE_LAYOUT (auto NO_AD)
page_475,475,page_475_semantic_3.csv,SCORE_CLEAR,77.92,COMPLEX_LAYOUT,PARTIAL_AD,COMPLEX_LAYOUT: PARTIAL_AD
page_476,476,page_476_semantic_2.csv,SCORE_CLEAR,76.45,COMPLEX_LAYOUT,PARTIAL_AD,COMPLEX_LAYOUT: PARTIAL_AD
page_477,477,page_477_semantic_2.csv,SCORE_CLEAR,75.38,COMPLEX_LAYOUT,NO_AD,COMPLEX_LAYOUT: NO_AD
page_478,478,page_478_semantic_3.csv,SCORE_CLEAR,78.95,COMPLEX_LAYOUT,PARTIAL_AD,COMPLEX_LAYOUT: PARTIAL_AD
page_479,479,page_479_semantic_3.csv,SCORE_CLEAR,78.72,COMPLEX_LAYOUT,PARTIAL_AD,COMPLEX_LAYOUT: PARTIAL_AD
page_480,480,page_480_semantic_3.csv,SCORE_CLEAR,78.53,SIMPLE_LAYOUT,NO_AD,SIMPLE_LAYOUT (auto NO_AD)
page_481,481,page_481_semantic_3.csv,SCORE_CLEAR,79.36,SIMPLE_LAYOUT,NO_AD,SIMPLE_LAYOUT (auto NO_AD)
page_482,482,page_482_semantic_2.csv,SCORE_CLEAR,76.54,COMPLEX_LAYOUT,PARTIAL_AD,COMPLEX_LAYOUT: PARTIAL_AD
page_483,483,page_483_semantic_2.csv,SCORE_CLEAR,73.67,COMPLEX_LAYOUT,PARTIAL_AD,COMPLEX_LAYOUT: PARTIAL_AD
page_484,484,page_484_semantic_3.csv,SCORE_CLEAR,79.17,COMPLEX_LAYOUT,PARTIAL_AD,COMPLEX_LAYOUT: PARTIAL_AD
page_485,485,page_485_semantic_3.csv,SCORE_CLEAR,78.85,COMPLEX_LAYOUT,PARTIAL_AD,COMPLEX_LAYOUT: PARTIAL_AD
page_486,486,page_486_semantic_2.csv,SCORE_CLEAR,75.52,SIMPLE_LAYOUT,NO_AD,SIMPLE_LAYOUT (auto NO_AD)
page_487,487,page_487_semantic_3.csv,SCORE_TIED_RECENCY,73.82,SIMPLE_LAYOUT,NO_AD,SIMPLE_LAYOUT (auto NO_AD)
page_488,488,page_488_semantic_2.csv,SCORE_TIED_RECENCY,65.95,SIMPLE_LAYOUT,NO_AD,SIMPLE_LAYOUT (auto NO_AD)
page_489,489,page_489_semantic_3.csv,SCORE_CLEAR,72.51,COMPLEX_LAYOUT,PARTIAL_AD,COMPLEX_LAYOUT: PARTIAL_AD
page_491,491,page_491_semantic_2.csv,SCORE_TIED_RECENCY,70.0,SIMPLE_LAYOUT,NO_AD,SIMPLE_LAYOUT (auto NO_AD)
page_492,492,page_492_semantic_3.csv,SCORE_TIED_RECENCY,71.38,SIMPLE_LAYOUT,NO_AD,SIMPLE_LAYOUT (auto NO_AD)
page_493,493,page_493_semantic_2.csv,SCORE_CLEAR,70.29,SIMPLE_LAYOUT,NO_AD,SIMPLE_LAYOUT (auto NO_AD)
page_494,494,page_494_semantic_1.csv,SCORE_CLEAR,74.66,,,PROVINCIA
page_495,495,page_495_semantic_1.csv,SCORE_TIED_RECENCY,76.39,,,PROVINCIA
page_496,496,page_496_semantic_5.csv,SCORE_TIED_RECENCY,80.53,,,PROVINCIA
page_497,497,page_497_semantic_5.csv,SCORE_TIED_RECENCY,75.93,,,PROVINCIA
page_498,498,page_498_semantic_5.csv,SCORE_CLEAR,71.76,,,PROVINCIA
page_499,499,page_499_semantic_1.csv,SCORE_CLEAR,76.1,,,PROVINCIA
page_500,500,page_500_semantic_5.csv,SCORE_CLEAR,77.15,,,PROVINCIA
page_501,501,page_501_semantic_5.csv,SCORE_CLEAR,73.05,,,PROVINCIA
page_502,502,page_502_semantic_5.csv,SCORE_CLEAR,79.33,,,PROVINCIA
page_503,503,page_503_semantic_5.csv,SCORE_CLEAR,77.74,,,PROVINCIA
page_504,504,page_504_semantic_1.csv,SCORE_TIED_RECENCY,77.04,,,PROVINCIA
page_505,505,page_505_semantic_5.csv,SCORE_CLEAR,75.51,,,PROVINCIA
page_506,506,page_506_semantic_1.csv,SCORE_CLEAR,77.86,,,PROVINCIA
page_507,507,page_507_semantic_1.csv,SCORE_TIED_RECENCY,76.0,,,PROVINCIA
page_508,508,page_508_semantic_5.csv,SCORE_TIED_RECENCY,78.96,,,PROVINCIA
page_509,509,page_509_semantic_5.csv,SCORE_CLEAR,77.87,,,PROVINCIA
page_510,510,page_510_semantic_2.csv,SINGLE,76.31,,,PROVINCIA
page_511,511,page_511_semantic_1.csv,SINGLE,80.18,,,PROVINCIA
page_512,512,page_512_semantic_1.csv,SCORE_CLEAR,76.01,,,PROVINCIA
page_513,513,page_513_semantic_5.csv,SCORE_CLEAR,76.34,,,PROVINCIA
page_514,514,page_514_semantic_1.csv,SCORE_CLEAR,76.85,,,PROVINCIA
page_515,515,page_515_semantic_1.csv,SCORE_CLEAR,69.27,,,PROVINCIA
page_516,516,page_516_semantic_1.csv,SCORE_CLEAR,77.18,,,PROVINCIA
page_517,517,page_517_semantic_1.csv,SCORE_CLEAR,77.52,,,PROVINCIA
page_518,518,page_518_semantic_1.csv,SCORE_CLEAR,77.47,,,PROVINCIA
page_519,519,page_519_semantic_1.csv,SCORE_CLEAR,75.39,,,PROVINCIA
page_520,520,page_520_semantic_5.csv,SCORE_TIED_RECENCY,59.89,,,PROVINCIA
page_521,521,page_521_semantic_1.csv,SCORE_CLEAR,75.12,,,PROVINCIA
page_522,522,page_522_semantic_5.csv,SCORE_CLEAR,75.6,,,PROVINCIA
page_523,523,page_523_semantic_1.csv,SCORE_CLEAR,77.49,,,PROVINCIA
page_524,524,page_524_semantic_1.csv,SCORE_CLEAR,75.87,,,PROVINCIA
page_525,525,page_525_semantic_5.csv,SCORE_CLEAR,73.51,,,PROVINCIA
page_526,526,page_526_semantic_1.csv,SCORE_CLEAR,75.4,,,PROVINCIA
page_527,527,page_527_semantic_5.csv,SCORE_CLEAR,76.98,,,PROVINCIA
page_528,528,page_528_semantic_1.csv,SCORE_CLEAR,74.72,,,PROVINCIA
page_529,529,page_529_semantic_5.csv,SCORE_CLEAR,78.26,,,PROVINCIA
page_530,530,page_530_semantic_1.csv,SCORE_CLEAR,76.47,,,PROVINCIA
page_531,531,page_531_semantic_5.csv,SCORE_CLEAR,73.4,,,PROVINCIA
page_532,532,page_532_semantic_5.csv,SCORE_CLEAR,74.36,,,PROVINCIA
page_533,533,page_533_semantic_5.csv,SCORE_CLEAR,76.33,,,PROVINCIA
page_534,534,page_534_semantic_5.csv,SCORE_CLEAR,55.17,,,PROVINCIA
page_535,535,page_535_semantic_1.csv,SCORE_TIED_RECENCY,76.93,,,PROVINCIA
page_536,536,page_536_semantic_5.csv,SCORE_CLEAR,76.44,,,PROVINCIA
page_537,537,page_537_semantic_1.csv,SCORE_CLEAR,76.25,,,PROVINCIA
page_538,538,page_538_semantic_3.csv,SCORE_CLEAR,77.05,,,PROVINCIA
page_539,539,page_539_semantic_1.csv,SCORE_CLEAR,73.71,,,PROVINCIA
page_540,540,page_540_semantic_1.csv,SCORE_TIED_RECENCY,76.11,,,PROVINCIA
page_541,541,page_541_semantic_5.csv,SCORE_CLEAR,75.11,,,PROVINCIA
page_542,542,page_542_semantic_5.csv,SCORE_CLEAR,75.67,,,PROVINCIA
page_543,543,page_543_semantic_5.csv,SCORE_CLEAR,77.21,,,PROVINCIA
page_544,544,page_544_semantic_5.csv,SCORE_TIED_RECENCY,77.78,,,PROVINCIA
page_545,545,page_545_semantic_1.csv,SCORE_CLEAR,74.45,,,PROVINCIA
page_546,546,page_546_semantic_5.csv,SCORE_CLEAR,76.47,,,PROVINCIA
page_547,547,page_547_semantic_5.csv,SCORE_CLEAR,75.74,,,PROVINCIA
page_548,548,page_548_semantic_5.csv,SCORE_CLEAR,75.6,,,PROVINCIA
page_549,549,page_549_semantic_1.csv,SCORE_TIED_RECENCY,74.5,,,PROVINCIA
page_550,550,page_550_semantic_1.csv,SCORE_CLEAR,77.63,,,PROVINCIA
page_551,551,page_551_semantic_5.csv,SCORE_CLEAR,73.72,,,PROVINCIA
page_552,552,page_552_semantic_5.csv,SCORE_CLEAR,73.82,,,PROVINCIA
page_553,553,page_553_semantic_1.csv,SCORE_TIED_RECENCY,76.73,,,PROVINCIA
page_554,554,page_554_semantic_5.csv,SCORE_CLEAR,72.25,,,PROVINCIA
page_555,555,page_555_semantic_5.csv,SCORE_TIED_RECENCY,75.95,,,PROVINCIA
page_556,556,page_556_semantic_5.csv,SCORE_CLEAR,74.73,,,PROVINCIA
page_557,557,page_557_semantic_5.csv,SCORE_CLEAR,75.08,,,PROVINCIA
page_558,558,page_558_semantic_5.csv,SCORE_CLEAR,74.78,,,PROVINCIA
page_559,559,page_559_semantic_5.csv,SCORE_CLEAR,75.41,,,PROVINCIA
page_560,560,page_560_semantic_5.csv,SCORE_CLEAR,78.38,,,PROVINCIA
page_561,561,page_561_semantic_1.csv,SCORE_CLEAR,75.16,,,PROVINCIA
page_562,562,page_562_semantic_5.csv,SCORE_CLEAR,73.28,,,PROVINCIA
page_563,563,page_563_semantic_5.csv,SCORE_CLEAR,76.65,,,PROVINCIA
page_564,564,page_564_semantic_5.csv,SCORE_CLEAR,76.11,,,PROVINCIA
page_565,565,page_565_semantic_5.csv,SCORE_TIED_RECENCY,76.19,,,PROVINCIA
page_566,566,page_566_semantic_1.csv,SCORE_CLEAR,77.81,,,PROVINCIA
page_567,567,page_567_semantic_1.csv,SCORE_CLEAR,74.46,,,PROVINCIA
page_568,568,page_568_semantic_5.csv,SCORE_CLEAR,77.25,,,PROVINCIA
page_569,569,page_569_semantic_5.csv,SCORE_CLEAR,76.97,,,PROVINCIA
page_570,570,page_570_semantic_1.csv,SCORE_CLEAR,76.39,,,PROVINCIA
page_572,572,page_572_semantic_3.csv,SCORE_TIED_RECENCY,76.29,COMPLEX_LAYOUT,FULL_AD,FULL_AD (hardcoded)
page_573,573,page_573_semantic_3.csv,SCORE_TIED_RECENCY,73.35,COMPLEX_LAYOUT,FULL_AD,FULL_AD (hardcoded)
page_574,574,page_574_semantic_2.csv,SCORE_TIED_RECENCY,69.72,SIMPLE_LAYOUT,FULL_AD,FULL_AD (hardcoded)
page_575,575,page_575_semantic_3.csv,SCORE_TIED_RECENCY,73.45,COMPLEX_LAYOUT,FULL_AD,FULL_AD (hardcoded)
