page,page_num,n_runs_found,n_valid_runs,winner_filename,selection_method,winner_score,scores_tied,reason,all_scores,single_run_flag,ocr_file_found,timestamp
page_208,208,3,3,page_208_semantic_3.csv,SCORE_CLEAR,77.67,False,score_gap(77.67_vs_77.51),page_208_semantic_1.csv=77.51; page_208_semantic_2.csv=77.51; page_208_semantic_3.csv=77.67,False,True,2026-06-28T20:39:48.600895
page_209,209,3,3,page_209_semantic_2.csv,SCORE_TIED_RECENCY,77.47,True,tied(gap=0.00)_recency(2026-05-07),page_209_semantic_1.csv=77.47; page_209_semantic_2.csv=77.47; page_209_semantic_3.csv=75.88,False,True,2026-06-28T20:39:56.367596
page_210,210,3,3,page_210_semantic_2.csv,SCORE_TIED_RECENCY,76.81,True,tied(gap=0.00)_recency(2026-05-07),page_210_semantic_1.csv=76.81; page_210_semantic_2.csv=76.81; page_210_semantic_3.csv=76.50,False,True,2026-06-28T20:40:04.813674
page_211,211,3,3,page_211_semantic_2.csv,SCORE_TIED_RECENCY,80.36,True,tied(gap=0.00)_recency(2026-05-07),page_211_semantic_1.csv=80.36; page_211_semantic_2.csv=80.36; page_211_semantic_3.csv=80.34,False,True,2026-06-28T20:40:12.444681
page_212,212,3,3,page_212_semantic_2.csv,SCORE_CLEAR,75.08,False,score_gap(75.08_vs_74.58),page_212_semantic_1.csv=74.58; page_212_semantic_2.csv=75.08; page_212_semantic_3.csv=74.58,False,True,2026-06-28T20:40:21.269885
page_213,213,3,3,page_213_semantic_2.csv,SCORE_CLEAR,75.62,False,score_gap(75.62_vs_72.30),page_213_semantic_1.csv=72.30; page_213_semantic_2.csv=75.62; page_213_semantic_3.csv=72.30,False,True,2026-06-28T20:40:29.021922
page_214,214,3,3,page_214_semantic_3.csv,SCORE_TIED_RECENCY,79.24,True,tied(gap=0.10)_recency(2026-05-07),page_214_semantic_1.csv=79.14; page_214_semantic_2.csv=79.14; page_214_semantic_3.csv=79.24,False,True,2026-06-28T20:40:36.715057
page_215,215,3,3,page_215_semantic_3.csv,SCORE_CLEAR,76.7,False,score_gap(76.70_vs_76.53),page_215_semantic_1.csv=76.53; page_215_semantic_2.csv=76.53; page_215_semantic_3.csv=76.70,False,True,2026-06-28T20:40:44.395382
page_216,216,3,3,page_216_semantic_3.csv,SCORE_TIED_RECENCY,73.41,True,tied(gap=0.00)_recency(2026-05-07),page_216_semantic_1.csv=73.41; page_216_semantic_2.csv=73.41; page_216_semantic_3.csv=73.41,False,True,2026-06-28T20:40:53.129816
page_217,217,3,3,page_217_semantic_2.csv,SCORE_CLEAR,72.65,False,score_gap(72.65_vs_72.46),page_217_semantic_1.csv=72.46; page_217_semantic_2.csv=72.65; page_217_semantic_3.csv=72.46,False,True,2026-06-28T20:41:01.112769
page_218,218,3,3,page_218_semantic_3.csv,SCORE_TIED_RECENCY,76.04,True,tied(gap=0.00)_recency(2026-05-07),page_218_semantic_1.csv=76.04; page_218_semantic_2.csv=76.04; page_218_semantic_3.csv=76.04,False,True,2026-06-28T20:41:10.321894
page_219,219,3,3,page_219_semantic_2.csv,SCORE_TIED_RECENCY,76.74,True,tied(gap=0.00)_recency(2026-05-07),page_219_semantic_1.csv=76.74; page_219_semantic_2.csv=76.74; page_219_semantic_3.csv=75.90,False,True,2026-06-28T20:41:17.675499
page_220,220,3,3,page_220_semantic_2.csv,SCORE_CLEAR,75.96,False,score_gap(75.96_vs_75.61),page_220_semantic_1.csv=75.61; page_220_semantic_2.csv=75.96; page_220_semantic_3.csv=75.61,False,True,2026-06-28T20:41:25.275866
page_221,221,3,3,page_221_semantic_3.csv,SCORE_TIED_RECENCY,73.65,True,tied(gap=0.00)_recency(2026-05-07),page_221_semantic_1.csv=73.65; page_221_semantic_2.csv=72.21; page_221_semantic_3.csv=73.65,False,True,2026-06-28T20:41:33.036891
page_222,222,3,3,page_222_semantic_3.csv,SCORE_CLEAR,78.84,False,score_gap(78.84_vs_77.91),page_222_semantic_1.csv=77.91; page_222_semantic_2.csv=77.91; page_222_semantic_3.csv=78.84,False,True,2026-06-28T20:41:41.228562
page_223,223,3,3,page_223_semantic_3.csv,SCORE_TIED_RECENCY,80.07,True,tied(gap=0.04)_recency(2026-05-07),page_223_semantic_1.csv=80.03; page_223_semantic_2.csv=80.03; page_223_semantic_3.csv=80.07,False,True,2026-06-28T20:41:49.693519
page_224,224,3,3,page_224_semantic_3.csv,SCORE_TIED_RECENCY,74.87,True,tied(gap=0.00)_recency(2026-05-07),page_224_semantic_1.csv=74.87; page_224_semantic_2.csv=74.69; page_224_semantic_3.csv=74.87,False,True,2026-06-28T20:41:57.833932
page_225,225,3,3,page_225_semantic_3.csv,SCORE_TIED_RECENCY,75.28,True,tied(gap=0.00)_recency(2026-05-07),page_225_semantic_1.csv=75.28; page_225_semantic_2.csv=75.22; page_225_semantic_3.csv=75.28,False,True,2026-06-28T20:42:05.705024
page_226,226,3,3,page_226_semantic_3.csv,SCORE_CLEAR,76.67,False,score_gap(76.67_vs_76.56),page_226_semantic_1.csv=76.56; page_226_semantic_2.csv=76.56; page_226_semantic_3.csv=76.67,False,True,2026-06-28T20:42:13.614275
page_227,227,3,3,page_227_semantic_3.csv,SCORE_CLEAR,77.04,False,score_gap(77.04_vs_75.97),page_227_semantic_1.csv=75.97; page_227_semantic_2.csv=75.97; page_227_semantic_3.csv=77.04,False,True,2026-06-28T20:42:21.532522
page_228,228,3,3,page_228_semantic_3.csv,SCORE_TIED_RECENCY,74.96,True,tied(gap=0.00)_recency(2026-05-07),page_228_semantic_1.csv=74.96; page_228_semantic_2.csv=74.96; page_228_semantic_3.csv=74.96,False,True,2026-06-28T20:42:30.540923
page_229,229,3,3,page_229_semantic_2.csv,SCORE_TIED_RECENCY,75.17,True,tied(gap=0.03)_recency(2026-05-07),page_229_semantic_1.csv=75.14; page_229_semantic_2.csv=75.17; page_229_semantic_3.csv=75.14,False,True,2026-06-28T20:42:39.086299
page_230,230,3,3,page_230_semantic_3.csv,SCORE_TIED_RECENCY,74.39,True,tied(gap=0.00)_recency(2026-05-07),page_230_semantic_1.csv=74.39; page_230_semantic_2.csv=74.19; page_230_semantic_3.csv=74.39,False,True,2026-06-28T20:42:47.035364
page_231,231,3,3,page_231_semantic_2.csv,SCORE_CLEAR,76.18,False,score_gap(76.18_vs_75.98),page_231_semantic_1.csv=75.98; page_231_semantic_2.csv=76.18; page_231_semantic_3.csv=75.98,False,True,2026-06-28T20:42:54.900684
page_232,232,3,3,page_232_semantic_3.csv,SCORE_TIED_RECENCY,81.34,True,tied(gap=0.07)_recency(2026-05-07),page_232_semantic_1.csv=81.27; page_232_semantic_2.csv=81.27; page_232_semantic_3.csv=81.34,False,True,2026-06-28T20:43:03.026388
page_233,233,3,3,page_233_semantic_3.csv,SCORE_TIED_RECENCY,79.26,True,tied(gap=0.09)_recency(2026-05-07),page_233_semantic_1.csv=79.17; page_233_semantic_2.csv=79.17; page_233_semantic_3.csv=79.26,False,True,2026-06-28T20:43:11.175127
page_234,234,3,3,page_234_semantic_2.csv,SCORE_TIED_RECENCY,75.55,True,tied(gap=0.08)_recency(2026-05-07),page_234_semantic_1.csv=75.47; page_234_semantic_2.csv=75.55; page_234_semantic_3.csv=75.47,False,True,2026-06-28T20:43:19.312311
page_235,235,3,3,page_235_semantic_3.csv,SCORE_TIED_RECENCY,75.13,True,tied(gap=0.00)_recency(2026-05-07),page_235_semantic_1.csv=75.13; page_235_semantic_2.csv=75.05; page_235_semantic_3.csv=75.13,False,True,2026-06-28T20:43:26.900656
page_236,236,3,3,page_236_semantic_3.csv,SCORE_CLEAR,79.37,False,score_gap(79.37_vs_79.14),page_236_semantic_1.csv=79.14; page_236_semantic_2.csv=79.14; page_236_semantic_3.csv=79.37,False,True,2026-06-28T20:43:35.101183
page_237,237,3,3,page_237_semantic_2.csv,SCORE_TIED_RECENCY,80.44,True,tied(gap=0.00)_recency(2026-05-07),page_237_semantic_1.csv=80.44; page_237_semantic_2.csv=80.44; page_237_semantic_3.csv=80.28,False,True,2026-06-28T20:43:43.703253
page_238,238,3,3,page_238_semantic_3.csv,SCORE_TIED_RECENCY,75.0,True,tied(gap=0.00)_recency(2026-05-07),page_238_semantic_1.csv=75.00; page_238_semantic_2.csv=74.20; page_238_semantic_3.csv=75.00,False,True,2026-06-28T20:43:51.208383
page_239,239,3,3,page_239_semantic_3.csv,SCORE_TIED_RECENCY,74.32,True,tied(gap=0.00)_recency(2026-05-07),page_239_semantic_1.csv=74.32; page_239_semantic_2.csv=74.13; page_239_semantic_3.csv=74.32,False,True,2026-06-28T20:43:59.577923
page_240,240,3,3,page_240_semantic_3.csv,SCORE_TIED_RECENCY,80.81,True,tied(gap=0.00)_recency(2026-05-07),page_240_semantic_1.csv=80.81; page_240_semantic_2.csv=80.81; page_240_semantic_3.csv=80.81,False,True,2026-06-28T20:44:07.460358
page_241,241,3,3,page_241_semantic_3.csv,SCORE_CLEAR,79.52,False,score_gap(79.52_vs_75.69),page_241_semantic_1.csv=75.69; page_241_semantic_2.csv=75.69; page_241_semantic_3.csv=79.52,False,True,2026-06-28T20:44:15.445317
page_242,242,3,3,page_242_semantic_3.csv,SCORE_TIED_RECENCY,78.72,True,tied(gap=0.00)_recency(2026-05-07),page_242_semantic_1.csv=78.72; page_242_semantic_2.csv=78.72; page_242_semantic_3.csv=78.72,False,True,2026-06-28T20:44:23.333895
page_243,243,3,3,page_243_semantic_2.csv,SCORE_TIED_RECENCY,75.4,True,tied(gap=0.08)_recency(2026-05-07),page_243_semantic_1.csv=75.32; page_243_semantic_2.csv=75.40; page_243_semantic_3.csv=75.32,False,True,2026-06-28T20:44:31.484339
page_244,244,3,3,page_244_semantic_2.csv,SCORE_TIED_RECENCY,77.59,True,tied(gap=0.00)_recency(2026-05-07),page_244_semantic_1.csv=77.59; page_244_semantic_2.csv=77.59; page_244_semantic_3.csv=77.27,False,True,2026-06-28T20:44:39.001091
page_245,245,3,3,page_245_semantic_3.csv,SCORE_TIED_RECENCY,76.75,True,tied(gap=0.07)_recency(2026-05-07),page_245_semantic_1.csv=76.68; page_245_semantic_2.csv=76.68; page_245_semantic_3.csv=76.75,False,True,2026-06-28T20:44:47.500768
page_246,246,3,3,page_246_semantic_3.csv,SCORE_TIED_RECENCY,76.55,True,tied(gap=0.00)_recency(2026-05-07),page_246_semantic_1.csv=76.55; page_246_semantic_2.csv=76.33; page_246_semantic_3.csv=76.55,False,True,2026-06-28T20:44:55.411124
page_247,247,3,3,page_247_semantic_3.csv,SCORE_TIED_RECENCY,76.62,True,tied(gap=0.00)_recency(2026-05-07),page_247_semantic_1.csv=76.62; page_247_semantic_2.csv=76.62; page_247_semantic_3.csv=76.62,False,True,2026-06-28T20:45:03.374184
page_248,248,3,3,page_248_semantic_2.csv,SCORE_TIED_RECENCY,79.96,True,tied(gap=0.00)_recency(2026-05-07),page_248_semantic_1.csv=79.96; page_248_semantic_2.csv=79.96; page_248_semantic_3.csv=77.31,False,True,2026-06-28T20:45:12.002181
page_249,249,3,3,page_249_semantic_3.csv,SCORE_CLEAR,78.56,False,score_gap(78.56_vs_77.74),page_249_semantic_1.csv=77.74; page_249_semantic_2.csv=77.74; page_249_semantic_3.csv=78.56,False,True,2026-06-28T20:45:20.944402
page_250,250,3,3,page_250_semantic_2.csv,SCORE_TIED_RECENCY,77.53,True,tied(gap=0.00)_recency(2026-05-07),page_250_semantic_1.csv=77.53; page_250_semantic_2.csv=77.53; page_250_semantic_3.csv=77.28,False,True,2026-06-28T20:45:29.281448
page_251,251,3,3,page_251_semantic_3.csv,SCORE_CLEAR,78.64,False,score_gap(78.64_vs_78.46),page_251_semantic_1.csv=78.46; page_251_semantic_2.csv=78.46; page_251_semantic_3.csv=78.64,False,True,2026-06-28T20:45:37.475780
page_252,252,3,3,page_252_semantic_2.csv,SCORE_TIED_RECENCY,76.02,True,tied(gap=0.04)_recency(2026-05-07),page_252_semantic_1.csv=75.98; page_252_semantic_2.csv=76.02; page_252_semantic_3.csv=75.98,False,True,2026-06-28T20:45:45.337620
page_253,253,3,3,page_253_semantic_2.csv,SCORE_TIED_RECENCY,76.91,True,tied(gap=0.08)_recency(2026-05-07),page_253_semantic_1.csv=76.83; page_253_semantic_2.csv=76.91; page_253_semantic_3.csv=76.83,False,True,2026-06-28T20:45:53.346639
page_254,254,3,3,page_254_semantic_3.csv,SCORE_CLEAR,77.86,False,score_gap(77.86_vs_77.73),page_254_semantic_1.csv=77.73; page_254_semantic_2.csv=77.73; page_254_semantic_3.csv=77.86,False,True,2026-06-28T20:46:01.101418
page_255,255,3,3,page_255_semantic_2.csv,SCORE_TIED_RECENCY,77.24,True,tied(gap=0.00)_recency(2026-05-07),page_255_semantic_1.csv=77.24; page_255_semantic_2.csv=77.24; page_255_semantic_3.csv=76.99,False,True,2026-06-28T20:46:08.705977
page_256,256,3,3,page_256_semantic_2.csv,SCORE_TIED_RECENCY,76.51,True,tied(gap=0.03)_recency(2026-05-07),page_256_semantic_1.csv=76.48; page_256_semantic_2.csv=76.51; page_256_semantic_3.csv=76.48,False,True,2026-06-28T20:46:16.164130
page_257,257,3,3,page_257_semantic_3.csv,SCORE_TIED_RECENCY,74.95,True,tied(gap=0.00)_recency(2026-05-07),page_257_semantic_1.csv=74.95; page_257_semantic_2.csv=74.82; page_257_semantic_3.csv=74.95,False,True,2026-06-28T20:46:25.359885
page_258,258,3,3,page_258_semantic_3.csv,SCORE_CLEAR,78.98,False,score_gap(78.98_vs_78.83),page_258_semantic_1.csv=78.83; page_258_semantic_2.csv=78.83; page_258_semantic_3.csv=78.98,False,True,2026-06-28T20:46:33.693432
page_259,259,3,3,page_259_semantic_3.csv,SCORE_TIED_RECENCY,78.75,True,tied(gap=0.01)_recency(2026-05-07),page_259_semantic_1.csv=78.74; page_259_semantic_2.csv=78.74; page_259_semantic_3.csv=78.75,False,True,2026-06-28T20:46:41.560797
page_260,260,3,3,page_260_semantic_3.csv,SCORE_TIED_RECENCY,78.17,True,tied(gap=0.00)_recency(2026-05-07),page_260_semantic_1.csv=78.17; page_260_semantic_2.csv=78.08; page_260_semantic_3.csv=78.17,False,True,2026-06-28T20:46:49.359317
page_261,261,3,3,page_261_semantic_2.csv,SCORE_CLEAR,76.62,False,score_gap(76.62_vs_75.46),page_261_semantic_1.csv=75.46; page_261_semantic_2.csv=76.62; page_261_semantic_3.csv=75.46,False,True,2026-06-28T20:46:57.760003
page_262,262,3,3,page_262_semantic_3.csv,SCORE_TIED_RECENCY,80.97,True,tied(gap=0.04)_recency(2026-05-07),page_262_semantic_1.csv=80.93; page_262_semantic_2.csv=80.93; page_262_semantic_3.csv=80.97,False,True,2026-06-28T20:47:05.835014
page_263,263,3,3,page_263_semantic_3.csv,SCORE_TIED_RECENCY,79.45,True,tied(gap=0.00)_recency(2026-05-07),page_263_semantic_1.csv=79.45; page_263_semantic_2.csv=79.45; page_263_semantic_3.csv=79.45,False,True,2026-06-28T20:47:13.323618
page_264,264,3,3,page_264_semantic_3.csv,SCORE_TIED_RECENCY,74.01,True,tied(gap=0.00)_recency(2026-05-07),page_264_semantic_1.csv=74.01; page_264_semantic_2.csv=73.79; page_264_semantic_3.csv=74.01,False,True,2026-06-28T20:47:21.208882
page_265,265,3,3,page_265_semantic_3.csv,SCORE_TIED_RECENCY,78.23,True,tied(gap=0.00)_recency(2026-05-07),page_265_semantic_1.csv=78.23; page_265_semantic_2.csv=78.23; page_265_semantic_3.csv=78.23,False,True,2026-06-28T20:47:28.581633
page_266,266,3,3,page_266_semantic_3.csv,SCORE_TIED_RECENCY,79.04,True,tied(gap=0.04)_recency(2026-05-07),page_266_semantic_1.csv=79.00; page_266_semantic_2.csv=79.00; page_266_semantic_3.csv=79.04,False,True,2026-06-28T20:47:36.569096
page_267,267,3,3,page_267_semantic_3.csv,SCORE_TIED_RECENCY,81.07,True,tied(gap=0.05)_recency(2026-05-07),page_267_semantic_1.csv=81.02; page_267_semantic_2.csv=81.02; page_267_semantic_3.csv=81.07,False,True,2026-06-28T20:47:44.462586
page_268,268,3,3,page_268_semantic_2.csv,SCORE_CLEAR,74.21,False,score_gap(74.21_vs_73.31),page_268_semantic_1.csv=73.31; page_268_semantic_2.csv=74.21; page_268_semantic_3.csv=73.31,False,True,2026-06-28T20:47:52.549744
page_269,269,3,3,page_269_semantic_3.csv,SCORE_TIED_RECENCY,75.86,True,tied(gap=0.00)_recency(2026-05-07),page_269_semantic_1.csv=75.86; page_269_semantic_2.csv=75.48; page_269_semantic_3.csv=75.86,False,True,2026-06-28T20:48:00.979924
page_270,270,3,3,page_270_semantic_2.csv,SCORE_CLEAR,74.71,False,score_gap(74.71_vs_74.49),page_270_semantic_1.csv=74.49; page_270_semantic_2.csv=74.71; page_270_semantic_3.csv=74.49,False,True,2026-06-28T20:48:09.543185
page_271,271,3,3,page_271_semantic_2.csv,SCORE_CLEAR,73.46,False,score_gap(73.46_vs_69.60),page_271_semantic_1.csv=69.60; page_271_semantic_2.csv=73.46; page_271_semantic_3.csv=69.60,False,True,2026-06-28T20:48:17.195172
page_272,272,3,3,page_272_semantic_2.csv,SCORE_TIED_RECENCY,77.94,True,tied(gap=0.00)_recency(2026-05-07),page_272_semantic_1.csv=77.94; page_272_semantic_2.csv=77.94; page_272_semantic_3.csv=77.31,False,True,2026-06-28T20:48:25.068294
page_273,273,3,3,page_273_semantic_3.csv,SCORE_CLEAR,80.42,False,score_gap(80.42_vs_80.08),page_273_semantic_1.csv=80.08; page_273_semantic_2.csv=80.08; page_273_semantic_3.csv=80.42,False,True,2026-06-28T20:48:33.538613
page_274,274,3,3,page_274_semantic_3.csv,SCORE_TIED_RECENCY,77.72,True,tied(gap=0.00)_recency(2026-05-07),page_274_semantic_1.csv=77.72; page_274_semantic_2.csv=77.72; page_274_semantic_3.csv=77.72,False,True,2026-06-28T20:48:41.358491
page_275,275,3,3,page_275_semantic_3.csv,SCORE_TIED_RECENCY,74.65,True,tied(gap=0.00)_recency(2026-05-07),page_275_semantic_1.csv=74.65; page_275_semantic_2.csv=74.44; page_275_semantic_3.csv=74.65,False,True,2026-06-28T20:48:49.187027
page_276,276,3,3,page_276_semantic_2.csv,SCORE_TIED_RECENCY,79.23,True,tied(gap=0.00)_recency(2026-05-07),page_276_semantic_1.csv=79.23; page_276_semantic_2.csv=79.23; page_276_semantic_3.csv=78.72,False,True,2026-06-28T20:48:56.955507
page_277,277,3,3,page_277_semantic_2.csv,SCORE_TIED_RECENCY,80.26,True,tied(gap=0.00)_recency(2026-05-07),page_277_semantic_1.csv=80.26; page_277_semantic_2.csv=80.26; page_277_semantic_3.csv=80.22,False,True,2026-06-28T20:49:05.045485
page_278,278,3,3,page_278_semantic_3.csv,SCORE_TIED_RECENCY,77.78,True,tied(gap=0.00)_recency(2026-05-07),page_278_semantic_1.csv=77.78; page_278_semantic_2.csv=77.65; page_278_semantic_3.csv=77.78,False,True,2026-06-28T20:49:13.194744
page_279,279,3,3,page_279_semantic_3.csv,SCORE_TIED_RECENCY,76.73,True,tied(gap=0.00)_recency(2026-05-07),page_279_semantic_1.csv=76.73; page_279_semantic_2.csv=76.69; page_279_semantic_3.csv=76.73,False,True,2026-06-28T20:49:20.815276
page_280,280,3,3,page_280_semantic_2.csv,SCORE_CLEAR,76.9,False,score_gap(76.90_vs_76.67),page_280_semantic_1.csv=76.67; page_280_semantic_2.csv=76.90; page_280_semantic_3.csv=76.67,False,True,2026-06-28T20:49:28.393340
page_281,281,3,3,page_281_semantic_3.csv,SCORE_TIED_RECENCY,75.08,True,tied(gap=0.00)_recency(2026-05-07),page_281_semantic_1.csv=75.08; page_281_semantic_2.csv=75.02; page_281_semantic_3.csv=75.08,False,True,2026-06-28T20:49:35.898111
page_282,282,3,3,page_282_semantic_2.csv,SCORE_TIED_RECENCY,79.4,True,tied(gap=0.00)_recency(2026-05-07),page_282_semantic_1.csv=79.40; page_282_semantic_2.csv=79.40; page_282_semantic_3.csv=79.10,False,True,2026-06-28T20:49:43.307612
page_283,283,3,3,page_283_semantic_2.csv,SCORE_TIED_RECENCY,78.45,True,tied(gap=0.00)_recency(2026-05-07),page_283_semantic_1.csv=78.45; page_283_semantic_2.csv=78.45; page_283_semantic_3.csv=76.52,False,True,2026-06-28T20:49:50.694635
page_284,284,3,3,page_284_semantic_3.csv,SCORE_TIED_RECENCY,77.42,True,tied(gap=0.00)_recency(2026-05-07),page_284_semantic_1.csv=77.42; page_284_semantic_2.csv=77.32; page_284_semantic_3.csv=77.42,False,True,2026-06-28T20:49:58.603244
page_285,285,3,3,page_285_semantic_2.csv,SCORE_CLEAR,79.54,False,score_gap(79.54_vs_79.42),page_285_semantic_1.csv=79.42; page_285_semantic_2.csv=79.54; page_285_semantic_3.csv=79.42,False,True,2026-06-28T20:50:06.212362
page_286,286,3,3,page_286_semantic_3.csv,SCORE_TIED_RECENCY,82.95,True,tied(gap=0.00)_recency(2026-05-07),page_286_semantic_1.csv=82.95; page_286_semantic_2.csv=82.95; page_286_semantic_3.csv=82.95,False,True,2026-06-28T20:50:14.167914
page_287,287,3,3,page_287_semantic_3.csv,SCORE_CLEAR,81.76,False,score_gap(81.76_vs_76.00),page_287_semantic_1.csv=76.00; page_287_semantic_2.csv=76.00; page_287_semantic_3.csv=81.76,False,True,2026-06-28T20:50:22.462527
page_288,288,3,3,page_288_semantic_3.csv,SCORE_TIED_RECENCY,79.1,True,tied(gap=0.00)_recency(2026-05-07),page_288_semantic_1.csv=79.10; page_288_semantic_2.csv=78.80; page_288_semantic_3.csv=79.10,False,True,2026-06-28T20:50:30.788470
page_289,289,3,3,page_289_semantic_2.csv,SCORE_CLEAR,75.67,False,score_gap(75.67_vs_75.15),page_289_semantic_1.csv=75.15; page_289_semantic_2.csv=75.67; page_289_semantic_3.csv=75.15,False,True,2026-06-28T20:50:38.348599
page_290,290,3,3,page_290_semantic_2.csv,SCORE_CLEAR,74.83,False,score_gap(74.83_vs_74.58),page_290_semantic_1.csv=74.58; page_290_semantic_2.csv=74.83; page_290_semantic_3.csv=74.58,False,True,2026-06-28T20:50:47.348354
page_291,291,3,3,page_291_semantic_2.csv,SCORE_CLEAR,74.77,False,score_gap(74.77_vs_74.50),page_291_semantic_1.csv=74.50; page_291_semantic_2.csv=74.77; page_291_semantic_3.csv=74.50,False,True,2026-06-28T20:50:56.386903
page_292,292,3,3,page_292_semantic_3.csv,SCORE_CLEAR,77.03,False,score_gap(77.03_vs_76.80),page_292_semantic_1.csv=76.80; page_292_semantic_2.csv=76.80; page_292_semantic_3.csv=77.03,False,True,2026-06-28T20:51:05.314562
page_293,293,3,3,page_293_semantic_2.csv,SCORE_TIED_RECENCY,80.4,True,tied(gap=0.00)_recency(2026-05-07),page_293_semantic_1.csv=80.40; page_293_semantic_2.csv=80.40; page_293_semantic_3.csv=80.28,False,True,2026-06-28T20:51:13.037177
page_294,294,3,3,page_294_semantic_3.csv,SCORE_TIED_RECENCY,76.78,True,tied(gap=0.00)_recency(2026-05-07),page_294_semantic_1.csv=76.78; page_294_semantic_2.csv=76.62; page_294_semantic_3.csv=76.78,False,True,2026-06-28T20:51:21.382152
page_295,295,3,3,page_295_semantic_3.csv,SCORE_TIED_RECENCY,73.24,True,tied(gap=0.00)_recency(2026-05-07),page_295_semantic_1.csv=73.24; page_295_semantic_2.csv=72.39; page_295_semantic_3.csv=73.24,False,True,2026-06-28T20:51:29.780744
page_296,296,3,3,page_296_semantic_3.csv,SCORE_CLEAR,79.22,False,score_gap(79.22_vs_79.01),page_296_semantic_1.csv=79.01; page_296_semantic_2.csv=79.01; page_296_semantic_3.csv=79.22,False,True,2026-06-28T20:51:39.064816
page_297,297,3,3,page_297_semantic_3.csv,SCORE_TIED_RECENCY,80.88,True,tied(gap=0.00)_recency(2026-05-07),page_297_semantic_1.csv=80.88; page_297_semantic_2.csv=80.88; page_297_semantic_3.csv=80.88,False,True,2026-06-28T20:51:47.103607
page_298,298,3,3,page_298_semantic_3.csv,SCORE_TIED_RECENCY,76.81,True,tied(gap=0.00)_recency(2026-05-07),page_298_semantic_1.csv=76.81; page_298_semantic_2.csv=76.58; page_298_semantic_3.csv=76.81,False,True,2026-06-28T20:51:54.940551
page_299,299,3,3,page_299_semantic_3.csv,SCORE_TIED_RECENCY,75.11,True,tied(gap=0.00)_recency(2026-05-07),page_299_semantic_1.csv=75.11; page_299_semantic_2.csv=75.01; page_299_semantic_3.csv=75.11,False,True,2026-06-28T20:52:02.919839
page_300,300,3,3,page_300_semantic_2.csv,SCORE_CLEAR,76.87,False,score_gap(76.87_vs_76.66),page_300_semantic_1.csv=76.66; page_300_semantic_2.csv=76.87; page_300_semantic_3.csv=76.66,False,True,2026-06-28T20:52:11.128145
page_301,301,3,3,page_301_semantic_2.csv,SCORE_CLEAR,73.96,False,score_gap(73.96_vs_72.86),page_301_semantic_1.csv=72.86; page_301_semantic_2.csv=73.96; page_301_semantic_3.csv=72.86,False,True,2026-06-28T20:52:18.922411
page_302,302,3,3,page_302_semantic_2.csv,SCORE_TIED_RECENCY,79.32,True,tied(gap=0.00)_recency(2026-05-07),page_302_semantic_1.csv=79.32; page_302_semantic_2.csv=79.32; page_302_semantic_3.csv=79.20,False,True,2026-06-28T20:52:27.238996
page_303,303,3,3,page_303_semantic_3.csv,SCORE_TIED_RECENCY,76.36,True,tied(gap=0.00)_recency(2026-05-07),page_303_semantic_1.csv=76.36; page_303_semantic_2.csv=76.36; page_303_semantic_3.csv=76.36,False,True,2026-06-28T20:52:35.176639
page_304,304,3,3,page_304_semantic_3.csv,SCORE_TIED_RECENCY,72.87,True,tied(gap=0.00)_recency(2026-05-07),page_304_semantic_1.csv=72.87; page_304_semantic_2.csv=72.72; page_304_semantic_3.csv=72.87,False,True,2026-06-28T20:52:43.132726
page_305,305,3,3,page_305_semantic_2.csv,SCORE_CLEAR,73.47,False,score_gap(73.47_vs_73.26),page_305_semantic_1.csv=73.26; page_305_semantic_2.csv=73.47; page_305_semantic_3.csv=73.26,False,True,2026-06-28T20:52:50.845979
page_306,306,3,3,page_306_semantic_3.csv,SCORE_CLEAR,76.92,False,score_gap(76.92_vs_76.19),page_306_semantic_1.csv=76.19; page_306_semantic_2.csv=76.19; page_306_semantic_3.csv=76.92,False,True,2026-06-28T20:52:58.412992
page_307,307,3,3,page_307_semantic_2.csv,SCORE_TIED_RECENCY,80.93,True,tied(gap=0.00)_recency(2026-05-07),page_307_semantic_1.csv=80.93; page_307_semantic_2.csv=80.93; page_307_semantic_3.csv=80.85,False,True,2026-06-28T20:53:05.537116
page_308,308,3,3,page_308_semantic_2.csv,SCORE_CLEAR,78.2,False,score_gap(78.20_vs_77.96),page_308_semantic_1.csv=77.96; page_308_semantic_2.csv=78.20; page_308_semantic_3.csv=77.96,False,True,2026-06-28T20:53:13.076905
page_309,309,3,3,page_309_semantic_2.csv,SCORE_TIED_RECENCY,76.41,True,tied(gap=0.04)_recency(2026-05-07),page_309_semantic_1.csv=76.37; page_309_semantic_2.csv=76.41; page_309_semantic_3.csv=76.37,False,True,2026-06-28T20:53:20.122458
page_310,310,3,3,page_310_semantic_2.csv,SCORE_CLEAR,71.94,False,score_gap(71.94_vs_71.69),page_310_semantic_1.csv=71.69; page_310_semantic_2.csv=71.94; page_310_semantic_3.csv=71.69,False,True,2026-06-28T20:53:28.016844
page_311,311,3,3,page_311_semantic_2.csv,SCORE_CLEAR,75.28,False,score_gap(75.28_vs_74.68),page_311_semantic_1.csv=74.68; page_311_semantic_2.csv=75.28; page_311_semantic_3.csv=74.68,False,True,2026-06-28T20:53:35.655047
