Name,Address,Location,Category,Role,Profession,Additional Info,Notes,Political Party,page_num,source_file,section,civic_num,civic_lett,sestiere_parsed,parish_parsed,sestiere_implied,match_note,location_cleaned,fail_reason,nom_classification,geocoding_tier,match_confidence,nominatim_query,llm_cleaned_address,nominatim_flagged,matched_lat,matched_lon,is_provincia,provincia_town
Goretti Linda,Cannaregio 6286,Mestre,Nuova Editoriale S. A.,,MACCHINE PER SCRIVERE - DUPLICATORI - ACCESSORI,sarta,,,403,page_403_semantic.csv,indice_generale,6286.0,,CANNAREGIO,,False,"Nominatim failed for 'Cannaregio 6286, Mestre, Italy' — centroid for mestre",,number_not_in_reference,outside_venice,7b,centroid_nominatim_failed,"Cannaregio 6286, Mestre, Italy","Cannaregio 6286, Mestre",False,45.4943,12.2418,,
Gorinia,Calle dei Fab. bri 3697,Mestre,Nuova Editoriale S. A.,,MACCHINE PER SCRIVERE - DUPLICATORI - ACCESSORI,albergo e ristorante,,,403,page_403_semantic.csv,indice_generale,,,,,False,"Nominatim failed for 'Calle dei Fabbriceri 3697, Mestre, Italy' — centroid for mestre",,no_civic_number,outside_venice,7b,centroid_nominatim_failed,"Calle dei Fabbriceri 3697, Mestre, Italy","Calle dei Fabbriceri 3697, Mestre",False,45.4943,12.2418,,
Gorla A. e V. Caselli (ditta),Calle dei Fab. bri 3697,Mestre,Nuova Editoriale S. A.,,MACCHINE PER SCRIVERE - DUPLICATORI - ACCESSORI,pulisia vetture F. | SSB. Stazione di Venezia,,,403,page_403_semantic.csv,indice_generale,,,,,False,"Nominatim failed for 'Calle dei Fab. bri 3697, Mestre, Italy' — centroid for mestre",,no_civic_number,outside_venice,7b,centroid_nominatim_failed,"Calle dei Fab. bri 3697, Mestre, Italy","Calle dei Fab. bri 3697, Mestre",False,45.4943,12.2418,,
Gorottoi don Alessandro,S. Eustacchio (S. Stae),Mestre,Nuova Editoriale S. A.,,MACCHINE PER SCRIVERE - DUPLICATORI - ACCESSORI,rettore,,,403,page_403_semantic.csv,indice_generale,,,SANTA CROCE,,True,Town name only — centroid for mestre,,no_civic_number,outside_venice,7a,centroid_direct,,,False,45.4943,12.2418,,
Gottardi Folin Ida,Cannaregio 6270,Mestre,Nuova Editoriale S. A.,,MACCHINE PER SCRIVERE - DUPLICATORI - ACCESSORI,farmacista,,,403,page_403_semantic.csv,indice_generale,6270.0,,CANNAREGIO,,False,"Nominatim failed for 'mestre, Italy' — centroid for mestre",,number_not_in_reference,outside_venice,7b,centroid_nominatim_failed,"mestre, Italy",,False,45.4943,12.2418,,
Gottardi Francesco,Cannaregio 6270,Mestre,Nuova Editoriale S. A.,,MACCHINE PER SCRIVERE - DUPLICATORI - ACCESSORI,farmacista,,,403,page_403_semantic.csv,indice_generale,6270.0,,CANNAREGIO,,False,"Nominatim failed for 'Cannaregio 6270, Mestre, Italy' — centroid for mestre",,number_not_in_reference,outside_venice,7b,centroid_nominatim_failed,"Cannaregio 6270, Mestre, Italy","Cannaregio 6270, Mestre",False,45.4943,12.2418,,
Gottardi Dr. Mario,S. Croce n. 2557.A,Mestre,Nuova Editoriale S. A.,,MACCHINE PER SCRIVERE - DUPLICATORI - ACCESSORI,architetto,,,403,page_403_semantic.csv,indice_generale,2557.0,,SANTA CROCE,,False,"Nominatim failed for 'S. Croce 2557.A, Mestre, Italy' — centroid for mestre",,number_not_in_reference,outside_venice,7b,centroid_nominatim_failed,"S. Croce 2557.A, Mestre, Italy","S. Croce 2557.A, Mestre",False,45.4943,12.2418,,
Gottardo F.lli,"Mestre, Via C. Battisti 515",Mestre,vini (grossista),,MACCHINE PER SCRIVERE - DUPLICATORI - ACCESSORI,Colletlico Italialee,,,403,page_403_semantic.csv,indice_generale,,,,,False,"Nominatim failed for 'Via C. Battisti 515, Mestre, Italy' — centroid for mestre",,no_civic_number,outside_venice,7b,centroid_nominatim_failed,"Via C. Battisti 515, Mestre, Italy","Via C. Battisti 515, Mestre",False,45.4943,12.2418,,
Gottardo Maria,Castelfo 6015,Mestre,Nuova Editoriale S. A.,,MACCHINE PER SCRIVERE - DUPLICATORI - ACCESSORI,bottiglieria,,,403,page_403_semantic.csv,indice_generale,,,,,False,"Nominatim failed for 'Castelfo 6015, Mestre, Italy' — centroid for mestre",,no_civic_number,outside_venice,7b,centroid_nominatim_failed,"Castelfo 6015, Mestre, Italy","Castelfo 6015, Mestre",False,45.4943,12.2418,,
Gradf Rosina,Rio Terra Farsetto 1463,Mestre,Nuova Editoriale S. A.,,MACCHINE PER SCRIVERE - DUPLICATORI - ACCESSORI,sarta,,,403,page_403_semantic.csv,indice_generale,,,,,False,"Nominatim failed for 'Rio Terra Farsetto 1463, Mestre, Italy' — centroid for mestre",,no_civic_number,outside_venice,7b,centroid_nominatim_failed,"Rio Terra Farsetto 1463, Mestre, Italy","Rio Terra Farsetto 1463, Mestre",False,45.4943,12.2418,,
"Gran Caffe “Chioggia""",Piazzetta S. Marco,Mestre,Nuova Editoriale S. A.,,MACCHINE PER SCRIVERE - DUPLICATORI - ACCESSORI,cafée (esercii),,,403,page_403_semantic.csv,indice_generale,,,SAN MARCO,,False,Town name only — centroid for mestre,,no_civic_number,outside_venice,7a,centroid_direct,,,False,45.4943,12.2418,,
Granatino Antonio,Piazza Umberto I, Mestre,Nuova Editoriale S. A.,,MACCHINE PER SCRIVERE - DUPLICATORI - ACCESSORI,cicli e motocicci (presgreglio noleggio riparazioni),,,403,page_403_semantic.csv,indice_generale,,,,,False,Town name only — centroid for mestre,,no_civic_number,outside_venice,7a,centroid_direct,,,False,45.4943,12.2418,,
Grandesso Luigia,firma Rossa 2519,Mestre,Nuova Editoriale S. A.,,MACCHINE PER SCRIVERE - DUPLICATORI - ACCESSORI,sarta,,,403,page_403_semantic.csv,indice_generale,,,,,False,"Nominatim failed for 'firma Rossa 2519, Mestre, Italy' — centroid for mestre",,no_civic_number,outside_venice,7b,centroid_nominatim_failed,"firma Rossa 2519, Mestre, Italy","firma Rossa 2519, Mestre",False,45.4943,12.2418,,
Grandesso Michele,firma Rossa 2519,Mestre,Consigliere Municipale,,MACCHINE PER SCRIVERE - DUPLICATORI - ACCESSORI,Colletlico Italialee,,,403,page_403_semantic.csv,indice_generale,,,,,False,"Nominatim failed for 'firma Rossa 2519, Mestre, Italy' — centroid for mestre",,no_civic_number,outside_venice,7b,centroid_nominatim_failed,"firma Rossa 2519, Mestre, Italy","firma Rossa 2519, Mestre",False,45.4943,12.2418,,
Grandesso dr. Michele,firma Rossa 2519,Pellestrina,Nuova Editoriale S. A.,,MACCHINE PER SCRIVERE - DUPLICATORI - ACCESSORI,medico,,,403,page_403_semantic.csv,indice_generale,,,,,False,"Nominatim failed for 'firma Rossa 2519, Pellestrina, Italy' — centroid for pellestrina",,no_civic_number,outside_venice,7b,centroid_nominatim_failed,"firma Rossa 2519, Pellestrina, Italy","firma Rossa 2519, Pellestrina",False,45.2723,12.3008,,
Grandi Magazzini Al Canton di Stefania ti Stefano,S. Leonardo 1374,Mestre,Nuova Editoriale S. A.,,MACCHINE PER SCRIVERE - DUPLICATORI - ACCESSORI,pelliccerie,,,403,page_403_semantic.csv,indice_generale,,,,,False,"Nominatim failed for 'S. Leonardo 1374, Mestre, Italy' — centroid for mestre",,no_civic_number,outside_venice,7b,centroid_nominatim_failed,"S. Leonardo 1374, Mestre, Italy","S. Leonardo 1374, Mestre",False,45.4943,12.2418,,
Grandi Magazzini della Fabbrica Lombada Biancheria,"S. Pantalon 3955, Rialto 270 eBottegon",Mestre,mercerie filati; e affini,,MACCHINE PER SCRIVERE - DUPLICATORI - ACCESSORI,Colletlico Italialee,,,403,page_403_semantic.csv,indice_generale,3955.0,,SAN POLO,San Pantaleone,True,"Nominatim failed for 'mestre, Italy' — centroid for mestre",,number_not_in_reference,outside_venice,7b,centroid_nominatim_failed,"mestre, Italy",,False,45.4943,12.2418,,
Grano,Ponte dei Barettieri 2490,Mestre,Nuova Editoriale S. A.," articoli di viaggio, , , ", pelletterie,valigerie,,,403,page_403_semantic.csv,indice_generale,,,,,False,"Nominatim failed for 'Ponte dei Barettieri 2490, Mestre, Italy' — centroid for mestre",,no_civic_number,outside_venice,7b,centroid_nominatim_failed,"Ponte dei Barettieri 2490, Mestre, Italy","Ponte dei Barettieri 2490, Mestre",False,45.4943,12.2418,,
Granziotto Augusto,S. Maurizion n. 2598,Mestre,Nuova Editoriale S. A.,,MACCHINE PER SCRIVERE - DUPLICATORI - ACCESSORI,avvocato,,,403,page_403_semantic.csv,indice_generale,,,,,False,"Nominatim failed for 'S. Maurizion 2598, Mestre, Italy' — centroid for mestre",,no_civic_number,outside_venice,7b,centroid_nominatim_failed,"S. Maurizion 2598, Mestre, Italy","S. Maurizion 2598, Mestre",False,45.4943,12.2418,,
Granziotto P. Succ. di Menegazzi Cav A.,S. A. posnrl 1921,Mestre,manifatturq e tessuti (grossisti),,MACCHINE PER SCRIVERE - DUPLICATORI - ACCESSORI,Colletlico Italialee,,,403,page_403_semantic.csv,indice_generale,,,,,False,"Nominatim failed for 'Mestre, Italy' — centroid for mestre",,no_civic_number,outside_venice,7b,centroid_nominatim_failed,"Mestre, Italy",Mestre,False,45.4943,12.2418,,
Grassi Giuseppe,Giudecca 30,Mestre,Nuova Editoriale S. A.,,MACCHINE PER SCRIVERE - DUPLICATORI - ACCESSORI,alimentari (dett.),,,403,page_403_semantic.csv,indice_generale,30.0,,GIUDECCA,,False,"Nominatim failed for 'Giudecca 30, Mestre, Italy' — centroid for mestre",,number_not_in_reference,outside_venice,7b,centroid_nominatim_failed,"Giudecca 30, Mestre, Italy","Giudecca 30, Mestre",False,45.4943,12.2418,,
Grasso T. Col. Giuseppe,Giudecca 30,Mestre,Comandante Lesroione Territ. Guardia di Finanza,,MACCHINE PER SCRIVERE - DUPLICATORI - ACCESSORI, Circolo di Mestr:,,,403,page_403_semantic.csv,indice_generale,30.0,,GIUDECCA,,False,"Nominatim failed for 'Giudecca 30, Mestre, Italy' — centroid for mestre",,number_not_in_reference,outside_venice,7b,centroid_nominatim_failed,"Giudecca 30, Mestre, Italy","Giudecca 30, Mestre",False,45.4943,12.2418,,
Graziati dr. Beniamino,Piazza Umberto I, Mestre,Nuova Editoriale S. A.,,MACCHINE PER SCRIVERE - DUPLICATORI - ACCESSORI,farmacia,,,403,page_403_semantic.csv,indice_generale,,,,,False,Town name only — centroid for mestre,,no_civic_number,outside_venice,7a,centroid_direct,,,False,45.4943,12.2418,,
Greggio ing. Gino,VENEZIA - S. LUCIA 4624,Mestre,Banca,,Sindaco effettivo, Veneziana di Credito e Conti Correnti,,,404,page_404_semantic.csv,indice_generale,,,,,False,"Nominatim failed for 'mestre, Italy' — centroid for mestre",,no_civic_number,outside_venice,7b,centroid_nominatim_failed,"mestre, Italy",,False,45.4943,12.2418,,
Grespan Pietro,pr. Toletto 1182,Mestre,Nuova Editoriale S. A.,,MACCHINE PER SCRIVERE - DUPLICATORI - ACCESSORI,barbiere,,,404,page_404_semantic.csv,indice_generale,,,,,False,"Nominatim failed for 'pr. Toletto 1182, Mestre, Italy' — centroid for mestre",,no_civic_number,outside_venice,7b,centroid_nominatim_failed,"pr. Toletto 1182, Mestre, Italy","pr. Toletto 1182, Mestre",False,45.4943,12.2418,,
Grespi Giuseppe,"Mestre, Via 27 Ottobre 13",Mestre,Nuova Editoriale S. A.,,MACCHINE PER SCRIVERE - DUPLICATORI - ACCESSORI,panificio,,,404,page_404_semantic.csv,indice_generale,,,,,False,"Nominatim failed for 'Via 27 Ottobre 13, Mestre, Italy' — centroid for mestre",,no_civic_number,outside_venice,7b,centroid_nominatim_failed,"Via 27 Ottobre 13, Mestre, Italy","Via 27 Ottobre 13, Mestre",False,45.4943,12.2418,,
Grillo Antonio,"Mestre, Vía Piave",Mestre,Nuova Editoriale S. A.,,MACCHINE PER SCRIVERE - DUPLICATORI - ACCESSORI,rappresentanze varie,,,404,page_404_semantic.csv,indice_generale,,,,,False,Town name only — centroid for mestre,,no_civic_number,outside_venice,7a,centroid_direct,,,False,45.4943,12.2418,,
Grillo dr. Valeriano,"S. Marco, Ponte delle Ostreghe",Mestre,Nuova Editoriale S. A.,,MACCHINE PER SCRIVERE - DUPLICATORI - ACCESSORI,dentista,,,404,page_404_semantic.csv,indice_generale,,,SAN MARCO,,False,Town name only — centroid for mestre,,no_civic_number,outside_venice,7a,centroid_direct,,,False,45.4943,12.2418,,
Grimani Apollonio,"S. Elena, Cal. le Zugna 4",Mestre,Nuova Editoriale S. A.,,MACCHINE PER SCRIVERE - DUPLICATORI - ACCESSORI,farmacista,,,404,page_404_semantic.csv,indice_generale,,,SANT'ELENA,,False,"Nominatim failed for 'Calle Zugna 4, S. Elena, Mestre, Italy' — centroid for mestre",,no_civic_number,outside_venice,7b,centroid_nominatim_failed,"Calle Zugna 4, S. Elena, Mestre, Italy","Calle Zugna 4, S. Elena, Mestre",False,45.4943,12.2418,,
Grotz Francesco,S. M. Formo.. sina 6219,Mestre,Nuova Editoriale S. A.,,MACCHINE PER SCRIVERE - DUPLICATORI - ACCESSORI,farmacista,,,404,page_404_semantic.csv,indice_generale,,,,,False,"Nominatim failed for 'mestre, Italy' — centroid for mestre",,no_civic_number,outside_venice,7b,centroid_nominatim_failed,"mestre, Italy",,False,45.4943,12.2418,,
Guadulupi F.lli di Carmelo,Campo Manin. 4285,Mestre,Nuova Editoriale S. A.," Vermouth,  Oili, Aosta", Marsala,Vini,,,404,page_404_semantic.csv,indice_generale,,,,,False,"Nominatim failed for 'Campo Manin 4285, Mestre, Italy' — centroid for mestre",,no_civic_number,outside_venice,7b,centroid_nominatim_failed,"Campo Manin 4285, Mestre, Italy","Campo Manin 4285, Mestre",False,45.4943,12.2418,,
Guarda Paola in Corradini,"Mestre, Via Umberto I. 69",Mestre,Nuova Editoriale S. A.,,MACCHINE PER SCRIVERE - DUPLICATORI - ACCESSORI,modisteria,,,404,page_404_semantic.csv,indice_generale,,,,,False,"Nominatim failed for 'Via Umberto I 69, Mestre, Italy' — centroid for mestre",,no_civic_number,outside_venice,7b,centroid_nominatim_failed,"Via Umberto I 69, Mestre, Italy","Via Umberto I 69, Mestre",False,45.4943,12.2418,,
Guarniento Giuseppe,"Mestre, Via Umberto I. 69, Lido. Via Rovigno 2",Mestre,Nuova Editoriale S. A.,,MACCHINE PER SCRIVERE - DUPLICATORI - ACCESSORI,impresa edile,,,404,page_404_semantic.csv,indice_generale,,,,,False,"Nominatim failed for 'Via Umberto I 69, Mestre, Italy' — centroid for mestre",,no_civic_number,outside_venice,7b,centroid_nominatim_failed,"Via Umberto I 69, Mestre, Italy","Via Umberto I 69, Mestre",False,45.4943,12.2418,,
Guicciari Archimede,S. Marco 5386,Mestre,specialità veneziane,,MACCHINE PER SCRIVERE - DUPLICATORI - ACCESSORI,Colletlico Italialee,,,405,page_405_semantic.csv,indice_generale,5386.0,,SAN MARCO,,False,"Nominatim failed for 'mestre, Italy' — centroid for mestre",,number_not_in_reference,outside_venice,7b,centroid_nominatim_failed,"mestre, Italy",,False,45.4943,12.2418,,
Guerrieri Giulio e Archimede,"S. Marco 5386, fdm. Navagero 76",Mestre,Nuova Editoriale S. A.,,MACCHINE PER SCRIVERE - DUPLICATORI - ACCESSORI,maioliche artistiche | Murano,,,405,page_405_semantic.csv,indice_generale,5386.0,,SAN MARCO,,False,"Nominatim failed for 'mestre, Italy' — centroid for mestre",,number_not_in_reference,outside_venice,7b,centroid_nominatim_failed,"mestre, Italy",,False,45.4943,12.2418,,
Guetta & Associ.,Ponte Rialto,Mestre,ristorante,,MACCHINE PER SCRIVERE - DUPLICATORI - ACCESSORI,Hotel Marconi,,,405,page_405_semantic.csv,indice_generale,,,SAN POLO,,True,Town name only — centroid for mestre,,no_civic_number,outside_venice,7a,centroid_direct,,,False,45.4943,12.2418,,
Hotel Marino (Montesi Ines),Lido Lungomare G. Marconi,Mestre,Nuova Editoriale S. A.,,MACCHINE PER SCRIVERE - DUPLICATORI - ACCESSORI,Colletlico Italialee,,,405,page_405_semantic.csv,indice_generale,,,SAN MARCO,,False,Town name only — centroid for lido,,no_civic_number,outside_venice,7a,centroid_direct,,,False,45.4165,12.3706,,
Hotel Suisse,Lido Lungomare G. Marconi, S. Marco, Mercerie Orologio,"Dependueza Splendido, , ",MACCHINE PER SCRIVERE - DUPLICATORI - ACCESSORI,Cor. so albenqo,,,405,page_405_semantic.csv,indice_generale,,,SAN MARCO,,False,Town name only — centroid for lido,,no_civic_number,outside_venice,7a,centroid_direct,,,False,45.4165,12.3706,,
Hotel Universo prop. Di Lernia,Lista di Spagna 121,Mestre,albergo,,MACCHINE PER SCRIVERE - DUPLICATORI - ACCESSORI,Colletlico Italialee,,,405,page_405_semantic.csv,indice_generale,,,,,False,"Nominatim failed for 'Lista di Spagna 121, Mestre, Italy' — centroid for mestre",,no_civic_number,outside_venice,7b,centroid_nominatim_failed,"Lista di Spagna 121, Mestre, Italy","Lista di Spagna 121, Mestre",False,45.4943,12.2418,,
Guetta B. An.,San Moles 1474,Mestre,Nuova Editoriale S. A.,,MACCHINE PER SCRIVERE - DUPLICATORI - ACCESSORI,Colletlico Italialee,,,405,page_405_semantic.csv,indice_generale,,,,,False,"Nominatim failed for 'San Moles 1474, Mestre, Italy' — centroid for mestre",,no_civic_number,outside_venice,7b,centroid_nominatim_failed,"San Moles 1474, Mestre, Italy","San Moles 1474, Mestre",False,45.4943,12.2418,,
Guida Martino Guido,S. Marco 5000,Mestre,spedizioni e trasporti,,MACCHINE PER SCRIVERE - DUPLICATORI - ACCESSORI,Colletlico Italialee,,,405,page_405_semantic.csv,indice_generale,5000.0,,SAN MARCO,,False,"Nominatim failed for 'Mestre, Italy' — centroid for mestre",,number_not_in_reference,outside_venice,7b,centroid_nominatim_failed,"Mestre, Italy",Mestre,False,45.4943,12.2418,,
Guzzan Emilio,S. Croce 26,Mestre,barbiere,,MACCHINE PER SCRIVERE - DUPLICATORI - ACCESSORI,Colletlico Italialee,,,405,page_405_semantic.csv,indice_generale,26.0,,SANTA CROCE,,False,"Nominatim failed for 'S. Croce 26, Mestre, Italy' — centroid for mestre",,number_not_in_reference,outside_venice,7b,centroid_nominatim_failed,"S. Croce 26, Mestre, Italy","S. Croce 26, Mestre",False,45.4943,12.2418,,
Hotel Commercio prop. A. Nava,Mercerie Calle Balloini,Mestre,albergo,,MACCHINE PER SCRIVERE - DUPLICATORI - ACCESSORI,Colletlico Italialee,,,405,page_405_semantic.csv,indice_generale,,,,,False,"Nominatim failed for 'Mercerie Calle Balloini, Mestre, Italy' — centroid for mestre",,no_civic_number,outside_venice,7b,centroid_nominatim_failed,"Mercerie Calle Balloini, Mestre, Italy","Mercerie Calle Balloini, Mestre",False,45.4943,12.2418,,
Hotel Germania De La Gare e Touring,Mercerie Calle Balloini,Mestre,albergo e ristorante,,MACCHINE PER SCRIVERE - DUPLICATORI - ACCESSORI,propr. Possenti | S. Simeone,,,405,page_405_semantic.csv,indice_generale,,,,,False,"Nominatim failed for 'Mercerie Calle Balloini, Mestre, Italy' — centroid for mestre",,no_civic_number,outside_venice,7b,centroid_nominatim_failed,"Mercerie Calle Balloini, Mestre, Italy","Mercerie Calle Balloini, Mestre",False,45.4943,12.2418,,
Il Bimbo Elegannte di Libre Zucco,Merceria Capitolto 4862,Mestre,abbigliamento per bambini e ragazzi,,MACCHINE PER SCRIVERE - DUPLICATORI - ACCESSORI,Colletlico Italialee,,,405,page_405_semantic.csv,indice_generale,,,,,False,"Nominatim failed for 'Merceria Capitolto 4862, Mestre, Italy' — centroid for mestre",,no_civic_number,outside_venice,7b,centroid_nominatim_failed,"Merceria Capitolto 4862, Mestre, Italy","Merceria Capitolto 4862, Mestre",False,45.4943,12.2418,,
Illy Caffè S.A.R.A.,Calle delle Raspe,Mestre,caffè,,MACCHINE PER SCRIVERE - DUPLICATORI - ACCESSORI,Colletlico Italialee,,,405,page_405_semantic.csv,indice_generale,,,,,False,"Nominatim failed for 'Calle delle Raspe, Mestre, Italy' — centroid for mestre",,no_civic_number,outside_venice,7b,centroid_nominatim_failed,"Calle delle Raspe, Mestre, Italy","Calle delle Raspe, Mestre",False,45.4943,12.2418,,
Hodespan Leonzio,Castello,Mestre,tappezziere,,MACCHINE PER SCRIVERE - DUPLICATORI - ACCESSORI,Colletlico Italialee,,,405,page_405_semantic.csv,indice_generale,,,CASTELLO,,False,Town name only — centroid for mestre,,no_civic_number,outside_venice,7a,centroid_direct,,,False,45.4943,12.2418,,
Istituto per Cure Climatiche Marine,Venezia Lido Alberoni Bagni,,OPIFCINA RIPARAZIONI MACCHINE PER SCRIVERE,, Aperto tutto l'anno,Assistenza Medica continua,,,407,page_407_semantic.csv,indice_generale,,,,,False,Town name only — centroid for lido,,no_civic_number,outside_venice,7a,centroid_direct,,,False,45.4165,12.3706,,
Jotti Erminio e Giovanni Bruno,Via Garibaldi 103,Mestre,autotrasporti,,,Impresa Lavori Navali ed Affini Soc. An.,,,408,page_408_semantic.csv,indice_generale,,,,,False,"Nominatim failed for 'Via Garibaldi 103, Mestre, Italy' — centroid for mestre",,no_civic_number,outside_venice,7b,centroid_nominatim_failed,"Via Garibaldi 103, Mestre, Italy","Via Garibaldi 103, Mestre",False,45.4943,12.2418,,
Lamberti Pompeo,"Lido, Via Michieli",,vini (grossista),,,Impresa Lavori Navali ed Affini Soc. An.,,,408,page_408_semantic.csv,indice_generale,,,,,False,"Nominatim failed for 'Via Michieli, Lido, Italy' — centroid for lido",,no_civic_number,outside_venice,7b,centroid_nominatim_failed,"Via Michieli, Lido, Italy","Via Michieli, Lido",False,45.4165,12.3706,,
Lamberti e Stagliano,"Lido, Via Duze Michieli 10",,fabbrica e deposito,,,liquori,,,408,page_408_semantic.csv,indice_generale,,,,,False,"Nominatim failed for 'Via Duze Michieli 10, Lido, Italy' — centroid for lido",,no_civic_number,outside_venice,7b,centroid_nominatim_failed,"Via Duze Michieli 10, Lido, Italy","Via Duze Michieli 10, Lido",False,45.4165,12.3706,,
L'Automocinaie di Fiorini & Aggrario,Marghera Via F.lli Bandarin,,Immagini autocricoli,,,Colletlico Italialee,,,409,page_409_semantic.csv,indice_generale,,,,,False,"Nominatim failed for 'Via F.lli Bandarin, Marghera, Italy' — centroid for marghera",False,no_civic_number,outside_venice,7b,centroid_nominatim_failed,"Via F.lli Bandarin, Marghera, Italy","Via F.lli Bandarin, Marghera",False,45.4758,12.2248,,
Lavagna Eugenio,Pellestrina 119,,Panificio,,,Colletlico Italialee,,,409,page_409_semantic.csv,indice_generale,,,,,False,"Nominatim failed for 'Pellestrina 119, Italy' — centroid for pellestrina",False,no_civic_number,outside_venice,7b,centroid_nominatim_failed,"Pellestrina 119, Italy",Pellestrina 119,False,45.2723,12.3008,,
Lazzarini Alessandrina,"Cavallino, Via Asilo 16",,Macelleria,,,Colletlico Italialee,,,409,page_409_semantic.csv,indice_generale,,,,,False,"Nominatim failed for 'Via Asilo 16, Cavallino, Italy' — centroid for cavallino",False,no_civic_number,outside_venice,7b,centroid_nominatim_failed,"Via Asilo 16, Cavallino, Italy","Via Asilo 16, Cavallino",False,45.482,12.5529,,
Lazzari Irma,Cavallino 3,Mestre,,,,Rappresentanze confezioni fi. Lati,,,409,page_409_semantic.csv,indice_generale,,,,,False,"Nominatim failed for 'Cavallino 3, Mestre, Italy' — centroid for cavallino",False,no_civic_number,outside_venice,7b,centroid_nominatim_failed,"Cavallino 3, Mestre, Italy","Cavallino 3, Mestre",False,45.482,12.5529,,
Lazzari'Un Vincenzio,"Burano, Cavallino, Via Chiesa",,Alimentari (dettaglianti),,,Colletlico Italialee,,,409,page_409_semantic.csv,indice_generale,,,,,False,"Nominatim failed for 'Via Chiesa, Burano, Italy' — centroid for burano",False,no_civic_number,outside_venice,7b,centroid_nominatim_failed,"Via Chiesa, Burano, Italy","Via Chiesa, Burano",False,45.4854,12.4175,,
Lazzarìn cav. Giuseppe,"Burano, Cavallino, Via Chiesa",Geometa,ORGANIZATION,,,1> princiade del Genio Civile,,,409,page_409_semantic.csv,indice_generale,,,,,False,"Nominatim failed for 'Via Chiesa, Burano, Italy' — centroid for burano",False,no_civic_number,outside_venice,7b,centroid_nominatim_failed,"Via Chiesa, Burano, Italy","Via Chiesa, Burano",False,45.4854,12.4175,,
Leon;di Carmelo,Via Circovvallazione,Mestre,trattoria,,,DU5E,,,410,page_410_semantic.csv,indice_generale,,,,,False,"Nominatim failed for 'Via Circovvallazione, Mestre, Italy' — centroid for mestre",,no_civic_number,outside_venice,7b,centroid_nominatim_failed,"Via Circovvallazione, Mestre, Italy","Via Circovvallazione, Mestre",False,45.4943,12.2418,,
Leone Giuseppe,"Lido, Via Francesco Duulo 10",,F. E. F. e FP,,Fid. Prov.,DU5E,,,410,page_410_semantic.csv,indice_generale,,,,,False,"Nominatim failed for 'Via Francesco Duulo 10, Lido, Italy' — centroid for lido",,no_civic_number,outside_venice,7b,centroid_nominatim_failed,"Via Francesco Duulo 10, Lido, Italy","Via Francesco Duulo 10, Lido",False,45.4165,12.3706,,
Lenoratti Luigi,Lido Via E. Daldolo numero 19,,ORGANIZATION,,,trattoria,,,410,page_410_semantic.csv,indice_generale,,,,,False,"Nominatim failed for 'Via E. Daldolo 19, Lido, Italy' — centroid for lido",,no_civic_number,outside_venice,7b,centroid_nominatim_failed,"Via E. Daldolo 19, Lido, Italy","Via E. Daldolo 19, Lido",False,45.4165,12.3706,,
Leverato Bruno,Chirignago Strada dei Sassi 63,,ORGANIZATION,,,panificio,,,410,page_410_semantic.csv,indice_generale,,,,,False,"Nominatim failed for 'Strada dei Sassi 63, Chirignago, Italy' — centroid for chirignago",,no_civic_number,outside_venice,7b,centroid_nominatim_failed,"Strada dei Sassi 63, Chirignago, Italy","Strada dei Sassi 63, Chirignago",False,45.4847,12.1888,,
Levoprado Domenico,"Mestre, Gazzene Alta 73",,ORGANIZATION,,,alimentari (dett.),,,410,page_410_semantic.csv,indice_generale,,,,,False,"Nominatim failed for 'Gazzene Alta 73, Mestre, Italy' — centroid for mestre",,no_civic_number,outside_venice,7b,centroid_nominatim_failed,"Gazzene Alta 73, Mestre, Italy","Gazzene Alta 73, Mestre",False,45.4943,12.2418,,
Levoratoi Giovanni,Piazza Matter 2,Mestre,agenzia d'affari,,,DU5E,,,410,page_410_semantic.csv,indice_generale,,,,,False,"Nominatim failed for 'Piazza Matter 2, Mestre, Italy' — centroid for mestre",,no_civic_number,outside_venice,7b,centroid_nominatim_failed,"Piazza Matter 2, Mestre, Italy","Piazza Matter 2, Mestre",False,45.4943,12.2418,,
Levorato Giulio,"Mestre, Via E Vecchio 13",,ORGANIZATION,,,vini (grossista),,,410,page_410_semantic.csv,indice_generale,,,,,False,"Nominatim failed for 'Via E Vecchio 13, Mestre, Italy' — centroid for mestre",,no_civic_number,outside_venice,7b,centroid_nominatim_failed,"Via E Vecchio 13, Mestre, Italy","Via E Vecchio 13, Mestre",False,45.4943,12.2418,,
Levorato Giuseppe,"Mestre, Via Zambecacari",,ORGANIZATION,,,vini (grossista),,,410,page_410_semantic.csv,indice_generale,,,,,False,"Nominatim failed for 'Via Zambecacari, Mestre, Italy' — centroid for mestre",,no_civic_number,outside_venice,7b,centroid_nominatim_failed,"Via Zambecacari, Mestre, Italy","Via Zambecacari, Mestre",False,45.4943,12.2418,,
Levorato Leonida,"Mestre, Piazzetta Matter To",,ORGANIZATION,,,materiale electtrico ei idraulico,,,410,page_410_semantic.csv,indice_generale,,,,,False,Town name only — centroid for mestre,,no_civic_number,outside_venice,7a,centroid_direct,,,False,45.4943,12.2418,,
