category,frequency,cluster_id,category_name
Met'e,1,2,general retail
"elttricità econo, nizatori",1,2,"Office equipment, electrical, mechanical & industrial trades"
latte,1,2,"Food, grocery & hospitality trade"
contoi e casearia,1,2,"Food, grocery & hospitality trade"
caffe,1,2,"Food, grocery & hospitality trade"
O.S.M.,1,2,
comm.,1,2,
rag,1,2,general retail
acquedotti,1,2,general retail
o'clock,1,2,general retail
Filanda,1,2,"Textiles, clothing"
Ghiaccio (tabralerio),1,2,"Food, grocery & hospitality trade"
Molino,1,2,"Food, grocery & hospitality trade"
Vereie,1,2,general retail
vetroflex,1,2,"Decorative arts, photography, antiques & artisan crafts"
minio,1,2,"Chemicals, fuel, construction materials & raw materials"
macellazione,1,2,"Food, grocery & hospitality trade"
accumulatori,1,2,"Office equipment, electrical, mechanical & industrial trades"
numero 1641,1,2,
661-A,1,2,
tratto-ia,1,2,"Food, grocery & hospitality trade"
caffe (serezizi),1,2,"Food, grocery & hospitality trade"
ore-fiseria,1,2,"Textiles, clothing"
sughero,1,2,"Chemicals, fuel, construction materials & raw materials"
co 1294,1,2,
(dett.),1,2,
Arciprete,1,2,Religious institutions & clergy
calce e laterizzi,1,2,"Chemicals, fuel, construction materials & raw materials"
caccia,1,2,general retail
perle,1,2,"Textiles, clothing"
budella,1,2,"Food, grocery & hospitality trade"
ombrelli,1,2,"Textiles, clothing"
arxiv,1,2,general retail
rappresantanze varie,1,2,"Legal, financial & administrative professions "
pommerinista,1,2,general retail
automatismi,1,2,"Office equipment, electrical, mechanical & industrial trades"
al bar,1,2,general retail
cavalli da corsa,1,2,general retail
usciere,1,2,Institutions/companies
mererce,1,2,"Textiles, clothing"
Latte,1,2,"Food, grocery & hospitality trade"
Esercizi,1,2,
baccaleria,1,2,"Food, grocery & hospitality trade"
parru1chiera,1,2,"Textiles, clothing"
hottigliocristai.,1,2,"Decorative arts, photography, antiques & artisan crafts"
valli cultura,1,2,"Food, grocery & hospitality trade"
levita,1,2,"Food, grocery & hospitality trade"
various,1,2,general retail
logs,1,2,general retail
shoes,1,2,general retail
calfabricinio,1,2,general retail
sciroppi liguori,1,2,"Food, grocery & hospitality trade"
Attuario,1,2,"Legal, financial & administrative professions "
bazar,1,2,general retail
promumerla,1,2,general retail
soc,1,2,
incendiere,1,2,Institutions/companies
Simone,1,2,general retail
Nuova,1,2,general retail
(Ditta),1,2,
"incisore, cesellatore, sbalzatore",1,2,"Decorative arts, photography, antiques & artisan crafts"
nepote,1,2,general retail
hur,1,2,general retail
polizia rifiori,1,2,Institutions/companies
2196 A,1,2,
leatarie,1,2,"Food, grocery & hospitality trade"
Tuberero,1,2,general retail
A.C.S Empale. vile e handli're;,1,2,
chianista,1,2,general retail
well executives,1,2,
Case da Gioco,1,2,"Food, grocery & hospitality trade"
Orologi,1,2,general retail
Turaccioli,1,2,"Chemicals, fuel, construction materials & raw materials"
Conterie ar-pe-le,1,2,"Decorative arts, photography, antiques & artisan crafts"
to-ba,1,2,general retail
notai1o,1,2,"Legal, financial & administrative professions "
barberie,1,2,"Textiles, clothing"
sagunrO,1,2,general retail
professor,1,2,general retail
insegnanter,1,2,"Legal, financial & administrative professions "
dermosifilopata,1,2,"Legal, financial & administrative professions "
bodhiie,1,2,general retail
conservere,1,2,"Food, grocery & hospitality trade"
otorinolaringoiatra,1,2,"Legal, financial & administrative professions "
cornice,1,2,"Decorative arts, photography, antiques & artisan crafts"
Dentista,1,2,"Legal, financial & administrative professions "
pollc-in,1,2,general retail
pellicterie,1,2,"Textiles, clothing"
carbonia,1,2,"Chemicals, fuel, construction materials & raw materials"
argenteria orologeria,1,2,"Textiles, clothing"
automoleggio,1,2,"Transport, shipping & maritime trades"
notato,1,2,"Legal, financial & administrative professions "
radiologo,1,2,"Legal, financial & administrative professions "
pharmacy,1,2,"Legal, financial & administrative professions "
Pres,1,2,general retail
Orzo,1,2,"Food, grocery & hospitality trade"
Ottonai,1,2,"Decorative arts, photography, antiques & artisan crafts"
agnuni,1,2,general retail
lavandoria e steria,1,2,"Textiles, clothing"
orefacreia,1,2,"Textiles, clothing"
(ANPI),1,2,
INSETTICIDI,1,2,"Chemicals, fuel, construction materials & raw materials"
ristor ante,1,2,"Food, grocery & hospitality trade"
cas erni animali,1,2,general retail
osterica,1,2,"Food, grocery & hospitality trade"
Ruga Giuffa,1,2,
osteitrico,1,2,"Legal, financial & administrative professions "
Veterinario,1,2,"Legal, financial & administrative professions "
Radio,1,2,"Office equipment, electrical, mechanical & industrial trades"
cralrature,1,2,"Textiles, clothing"
cappelano S. Bingio (Chiesa della Marina).,105,3,Institutions/companies
Trattoria,22,3,Institutions/companies
Banco di Roma,16,3,Institutions/companies
"Venezia - Via XXII Marzo, 2288, Telephone: 25-889",15,3,
VISITOSI GUIDO,14,3,Institutions/companies
CINEMA S. Margherita,12,3,Institutions/companies
locanda,8,3,Institutions/companies
S. Marco,4,3,
Cannaregio,4,3,
S. Fantin 1983-A,4,3,
Castello,3,3,
S. Polo,3,3,
Specialità Veneziane,3,3,Institutions/companies
S. Marco 3650,3,3,
Venezia,2,3,
Ponte delle Guglie,2,3,
Banco S. Marco,2,3,Institutions/companies
S. Cassiano,2,3,
S. Croce 1051,2,3,
Palazzo Giustinian,2,3,Institutions/companies
Calle Goldoni,2,3,
Ca' Foscari,2,3,Institutions/companies
S. Croce,2,3,
VENEZIA,2,3,
Direzione S. Lucia,1,3,Institutions/companies
Strada Nuova,1,3,
S. Croce 862,1,3,
"S. Marco, 378,,,",1,3,
S. Marco 2553,1,3,
"S. Marco, 553",1,3,
"S. Marco, 2670 A",1,3,
"S. Marco, 4611",1,3,
"Gran Caffè Bar 900, S. Simeone",1,3,Institutions/companies
San Marco,1,3,
Bottega della Luca,1,3,Institutions/companies
S. Samuele 3357,1,3,
"rag. Severino Sutter, S. Polo 2988",1,3,Institutions/companies
pt. Sant' Antonino,1,3,Institutions/companies
Campo S. Maria Formosa,1,3,
Internazionale Zamplroni propr. Vianello,1,3,Institutions/companies
"alluminio, Porto Marghera",1,3,Institutions/companies
San Luca Calle del Magazen,1,3,
"Bottega della Luce, S. Marco, Calle Goldoni 4511",1,3,Institutions/companies
S. Luca 4371,1,3,
San Lio,1,3,
"S. Marco 3416""",1,3,
Via Torre Belfredo,1,3,
Telefono 23.050,1,3,
S. Marco 4651,1,3,
S. Elena,1,3,
S. Polo 1077,1,3,
Vetrai 74,1,3,Institutions/companies
"S. Croce 772, Dorsod. 2727, S. Marco 4578 e Lido, Via Malamocco 91",1,3,
"Telefono, 23-257",1,3,
S. Fosca 2223,1,3,
S. Marco 914,1,3,
2288 - Telefono 25-889,1,3,Institutions/companies
Telefono 42-562,1,3,
Unica Premiara Ditta di Palloncini alla Veneziana,1,3,Institutions/companies
S. Marco 3727,1,3,
"Pellestrina, S. Pietro in Volta",1,3,
Via Piave,1,3,
P.za Umber. I,1,3,
S. Marco 4346,1,3,
P. Marghera,1,3,Institutions/companies
Piazz. 27 Ottobre,1,3,
Telefono 22-534,1,3,
Via Acquileia,1,3,
S. Moisè,1,3,
Porto secco,1,3,Institutions/companies
"""Lido Gran Viale 27""",1,3,Institutions/companies
Labor. Via Cà Rossea 4,1,3,Institutions/companies
Sede di Venezia,1,3,
"La più caratteristica Trattoria, di Polo Pietro fu Osvaldo, Telefono 25-463",1,3,Institutions/companies
Il ritrovo dei buongustai,1,3,Institutions/companies
Bacino Orseolo 1198,1,3,
"Alla Colonna, trattoria,",1,3,Institutions/companies
S. Marco 1957A,1,3,
"Sanpoli Lux, S. Molsi 2025",1,3,Institutions/companies
Stazione di Mestre,1,3,Institutions/companies
S. Marco 1393 e Marghera,1,3,
Locanda,1,3,Institutions/companies
S. M. Elisabetta 31,1,3,
Piazzale Stazione,1,3,
Canal Palazzo Widmann,1,3,Institutions/companies
Via L. Manvrello,1,3,
Trattoria Locanda „Alle Anche Figure„,1,3,Institutions/companies
S. Lucia,1,3,
Favaro Veneto Campalto,1,3,
S. Giuliano.,1,3,
Casa del Regalo,1,3,Institutions/companies
Calle Larga S. Marco,1,3,
Demanio e Pesca Capparinesi di Porto,1,3,Institutions/companies
Giudecca,1,3,
"Filiala: Pietrasanta (Carrara), Viale Oberdan 4, teleg. Castaman Pietrasanta",1,3,Institutions/companies
Capo Stazione,1,3,Institutions/companies
S. Maria della Presentazione (Zitelle),1,3,
S. Maria Gloriosa dei Frari,1,3,
S. Marco Piazza Riva S. Chiara,1,3,
Piazzale Roma,1,3,
portabagagli | nella Stazione di Venezia,1,3,Institutions/companies
Calle Larga San Marco,1,3,
S. Bartolomeo,1,3,
arpicprete Basilica di San Marco,1,3,Religious institutions & clergy
Calle del Mistro,1,3,
S. Marco 4292,1,3,
bandaro a luttioniere,1,3,Institutions/companies
"Via Galuppi, Burano",1,3,
S. Giovanni Decollato,1,3,
a M arcianca,1,3,Institutions/companies
Trattoria vini,1,3,Institutions/companies
alla Basilica d’Oro,1,3,Institutions/companies
Purroco San Polo Apostolo,1,3,Religious institutions & clergy
delle Cliniche di Venezia,1,3,Institutions/companies
Viale Miranese 98,1,3,Institutions/companies
S. Marco 1119-20,1,3,
Riva Schiavoni,1,3,
dirigente Commissariato di S. Marco,1,3,Institutions/companies
Marco 7,1,3,
santo da uomo,1,3,Institutions/companies
Marangon,1,3,Institutions/companies
"Carte da Gioco ""Modiano""",1,3,Institutions/companies
Piazzale S. M. Elisabetta 21,1,3,
Salvi Marco 2887,1,3,Institutions/companies
S. Pietro in Volto,1,3,
"Pelletseun, Sarn Pietro in Volta",1,3,Institutions/companies
Adriatico,1,3,Institutions/companies
Parocco,1,3,Religious institutions & clergy
trattoria | P. Marghera Vi Rossanrol,1,3,Institutions/companies
S. Polo 2380,1,3,
Frari,1,3,Institutions/companies
S. Polo 1421-A,1,3,
S. Marco 570,1,3,
S. Polo 2355,1,3,
S. Angelo 3880,1,3,
S. Angelo 3538,1,3,
di Giovanni Lucangei,1,3,Institutions/companies
terrazzano,1,3,Institutions/companies
deposito Marghera,1,3,Institutions/companies
"San Trovasso, Palazzo Giustinian",1,3,
"S. Trovasso, Palazzo Giustinian",1,3,
Favaro Veneto Dese,1,3,
Basilica di S. Marco,1,3,Religious institutions & clergy
Gran Viale 17,1,3,Institutions/companies
nuclei Scal. Marghera,1,3,Institutions/companies
Riva Schiavoni 4207,1,3,
parroco S. Maria Elisabetta di Lido,1,3,Religious institutions & clergy
S. Polo 1418,1,3,
Biblioteca Marcinina,1,3,Institutions/companies
piasza Giovanni,1,3,Institutions/companies
Gran Viale,1,3,Institutions/companies
trattoria a Il Fureto Risoro,1,3,Institutions/companies
"parroco, S. Giacomo dall’Orio",1,3,Religious institutions & clergy
S. Croce 772,1,3,
Stazioned di Venezia,1,3,Institutions/companies
Ca' Rossa,1,3,Institutions/companies
Corso del Popolo 28,1,3,
Basiljca S. Marco,1,3,Institutions/companies
Basilica di San Marco,1,3,Religious institutions & clergy
Macellazione Venezia,1,3,Institutions/companies
"Riva del Carboni ""Palazzo Benlo",1,3,
Lungomare Malamocco,1,3,Institutions/companies
"caffè (eserzio), Castello 4565",1,3,Institutions/companies
Via Pasqualegio,1,3,
"S. Marco, numero 367",1,3,
parroco Treporti,1,3,Religious institutions & clergy
"Chioggia, Calle Gradasa 4716",1,3,
parroco S. Maria del Gi glio,1,3,Religious institutions & clergy
Naviglio,1,3,Institutions/companies
arciprete Basilica di S. Marco,1,3,Religious institutions & clergy
San Angelo 2984,1,3,
Circolo della Spidal,1,3,Institutions/companies
Alberoni Bagni,1,3,Institutions/companies
Vi ale di S. Elishabetta 57,1,3,Institutions/companies
Mestre Piazza Umberto Primo,1,3,
tabaccheria | Vie Macello,1,3,Institutions/companies
trattoria | Burano Treporti,1,3,Institutions/companies
osteria | Murase fdm. Navagero,1,3,Institutions/companies
"Geriatrico del Seminario Patriarcale, Santa Maria della Salute",1,3,Religious institutions & clergy
Veneto,1,3,Institutions/companies
"Spt, S. Zaccaria",1,3,Institutions/companies
terrazzi piorellane,1,3,Institutions/companies
S. Maria degli Angeli (Murano),1,3,
Palazzo ex Reale,1,3,Institutions/companies
Banchi Lotto,1,3,Institutions/companies
MILANO,1,3,
San Giovanni e Paolo,1,3,
Piazzale Roma 497,1,3,
Zattere 1406,1,3,
Ospizio Marino,1,3,Institutions/companies
trattoria e Albergo il  Accademia,1,3,Institutions/companies
A.l S. Biagio,1,3,Institutions/companies
S. Marco 597-B,1,3,
Acquedotti,1,3,Institutions/companies
S. Luca 1578-C,1,3,
S. Maria delle Penitenti,1,3,
S. Lodo. vico (S. Alvise),1,3,
Stazione A.,1,3,Institutions/companies
S. Marco numero 1321,1,3,
Ponte dell’ Olivo,1,3,
numero 4514,1,3,
"locale ideale per il buongustaio, Salone per banchetti e feste danzanti",1,3,Institutions/companies
medicina generale,78,4,"Legal, financial & administrative professions "
ZAGO F.LLI,58,4,"Legal, financial & administrative professions "
AGENZIA P. BORTOLUZZI,49,4,"Legal, financial & administrative professions "
avvocato,36,4,"Legal, financial & administrative professions "
avv.,32,4,"Legal, financial & administrative professions "
"agenzia di viaggi e turismo,Cappellont Aldo",28,4,"Legal, financial & administrative professions "
Lavoro,22,4,"Legal, financial & administrative professions "
Società di assicurazioni,22,4,"Legal, financial & administrative professions "
Istituti di credito,20,4,"Legal, financial & administrative professions "
rappresentante,17,4,"Legal, financial & administrative professions "
Avvocato,17,4,"Legal, financial & administrative professions "
Consigliere Municipale,17,4,"Legal, financial & administrative professions "
Consiglio di Amministrazione,15,4,"Legal, financial & administrative professions "
Specialisti veneziane,13,4,"Legal, financial & administrative professions "
Falegname,11,4,"Legal, financial & administrative professions "
Banco di Sicilia,9,4,"Legal, financial & administrative professions "
Ragioniere,8,4,"Legal, financial & administrative professions "
Istituzioni,8,4,"Legal, financial & administrative professions "
mediatore,7,4,"Legal, financial & administrative professions "
Mediatori,6,4,"Legal, financial & administrative professions "
Medicina Generale,6,4,"Legal, financial & administrative professions "
Medicina generale,6,4,"Legal, financial & administrative professions "
Carta da macero,5,4,"Legal, financial & administrative professions "
Facchini pubblici,5,4,"Legal, financial & administrative professions "
Avv.,5,4,"Legal, financial & administrative professions "
Insegnante,4,4,"Legal, financial & administrative professions "
rappresentante varie,4,4,"Legal, financial & administrative professions "
legatoria di libri,4,4,"Legal, financial & administrative professions "
professore,4,4,"Legal, financial & administrative professions "
Direttore,3,4,"Legal, financial & administrative professions "
Carta da impacco,3,4,"Legal, financial & administrative professions "
Cordami e Spaghi,3,4,"Legal, financial & administrative professions "
Ispettore,3,4,"Legal, financial & administrative professions "
Presidente,3,4,"Legal, financial & administrative professions "
Giudice,3,4,"Legal, financial & administrative professions "
vicario,3,4,Religious institutions & clergy
Pretore della Pretura Civile e Penale,3,4,"Legal, financial & administrative professions "
Perito,3,4,"Legal, financial & administrative professions "
Prefettura,3,4,"Legal, financial & administrative professions "
Segretario,2,4,"Legal, financial & administrative professions "
Istituti d'informazioni e di investigazioni,2,4,"Legal, financial & administrative professions "
Sindaco,2,4,"Legal, financial & administrative professions "
Consigliere,2,4,"Legal, financial & administrative professions "
Vicario,2,4,Religious institutions & clergy
Assitenza,2,4,"Legal, financial & administrative professions "
rappresentanti,2,4,"Legal, financial & administrative professions "
Genio Civile,2,4,"Legal, financial & administrative professions "
Vice Direttore,2,4,"Legal, financial & administrative professions "
avv,2,4,"Legal, financial & administrative professions "
Commissario,2,4,"Legal, financial & administrative professions "
medico generale,2,4,"Legal, financial & administrative professions "
Giudice Tribunale Civile e Penale,2,4,"Legal, financial & administrative professions "
Soc. An. Condizione Immobilit,2,4,"Legal, financial & administrative professions "
Vice Comm.,2,4,"Legal, financial & administrative professions "
Amministrazione della Provincia,1,4,"Legal, financial & administrative professions "
Soc. Elenchi Abbonati al Telelef. An.,1,4,"Legal, financial & administrative professions "
in Nome coll.,1,4,"Legal, financial & administrative professions "
Gerente Baldi Antonio,1,4,"Legal, financial & administrative professions "
Uffici,1,4,"Legal, financial & administrative professions "
di Guido Rusconi,1,4,"Legal, financial & administrative professions "
v. Principe di Piemonte 10,1,4,"Legal, financial & administrative professions "
Comune di S. Elena Gestione Ospedale Civile,1,4,"Legal, financial & administrative professions "
Soc. per Az.,1,4,"Legal, financial & administrative professions "
LEGNAME E IMBALLAGGI,1,4,"Legal, financial & administrative professions "
Officina,1,4,"Legal, financial & administrative professions "
ZAGO F. LLI,1,4,"Legal, financial & administrative professions "
Agente per il Veneto: S. A. Supper Lux,1,4,"Legal, financial & administrative professions "
Banco di Interesse Nazionale,1,4,"Legal, financial & administrative professions "
Lavori pubblici in genere,1,4,"Legal, financial & administrative professions "
La Mercantile Azienda Veneta Rappresentanze Commerciali Industriali,1,4,"Legal, financial & administrative professions "
s.r.l.,1,4,"Legal, financial & administrative professions "
Quadri di manovra e commando,1,4,"Legal, financial & administrative professions "
Concessionario Marelli,1,4,"Legal, financial & administrative professions "
S. A. Fondiaria Italiana,1,4,"Legal, financial & administrative professions "
S. in nome collettivo,1,4,"Legal, financial & administrative professions "
Società per Azioni,1,4,"Legal, financial & administrative professions "
"Consiglio di Amministrazione: Presidente Giovanni Scaramanga di Altomonte; Vice Presidente: cav. di gr. cr. ing. dr. Luigi Macalina; Consiglieri comm. dr. Rodolfo Bernardi; comm. dott. Pardè Formentini; avv. Bruno Forti conte Mario Moretti; dott. Mario Valenti. nuzzi. - Collegio dei Sindaci: gr. uff. rag. Amedeo Fracassi; gr. uff. dott, Cesare Cichi; dott. Girolamo Manzutto; dott. Mario Renzi; dr. rag. Antonio Tedeschi. Direttore Generale: gr. uff. cap. Guido Cosulich, - Sede di Venezia, Direzione ed ufficio merci: Piazza S. Marco. Direttore della sede di Venezia: Com.te, cav. uff, Filibert Francesco.",1,4,"Legal, financial & administrative professions "
Lussero Cl. rag. Cesare,1,4,"Legal, financial & administrative professions "
Spettacoli educativi e morali,1,4,"Legal, financial & administrative professions "
Mazzagni Fasolato,1,4,"Legal, financial & administrative professions "
gestione S. A.,1,4,"Legal, financial & administrative professions "
Gesitone S. A. «I. C. S. A.»,1,4,"Legal, financial & administrative professions "
gestione S. A. «I. C. S. A.»,1,4,"Legal, financial & administrative professions "
gestione Furlan cav. Giovanni,1,4,"Legal, financial & administrative professions "
Succ. Lorenzo Rubelli e Figlio,1,4,"Legal, financial & administrative professions "
Alla Salute Risorta,1,4,"Legal, financial & administrative professions "
Vetri sanitari,1,4,"Legal, financial & administrative professions "
diret. uff. del Registro,1,4,"Legal, financial & administrative professions "
Comandante Legione Terr. della Guardia di Finanza,1,4,"Legal, financial & administrative professions "
ing. Sez. Corpo del Genio Civile,1,4,"Legal, financial & administrative professions "
segretaria Istituto Universitario di Economia e Comm. Cà Foscari,1,4,"Legal, financial & administrative professions "
Capitale sociale L. 150.000.000,1,4,"Legal, financial & administrative professions "
Accomandita Gestioni,1,4,"Legal, financial & administrative professions "
Azienda Generale Italiana Petrolii,1,4,"Legal, financial & administrative professions "
Capo rip. personale Polrvice dello Stato,1,4,"Legal, financial & administrative professions "
Casa Italiana Rappresentanze Depositi affini C.I.R.L.A.,1,4,"Legal, financial & administrative professions "
Fid. Prova-della (V.U.V.),1,4,"Legal, financial & administrative professions "
Ingegner Capo del Corpo del Genio Civile,1,4,"Legal, financial & administrative professions "
Direttore Ass,1,4,"Legal, financial & administrative professions "
Capo Servizio Sez. Deposito Franco,1,4,"Legal, financial & administrative professions "
Avogado degli Azzoni,1,4,"Legal, financial & administrative professions "
Medico Chirurgo,1,4,"Legal, financial & administrative professions "
Cassiere Banca Nazionale del Lavoro,1,4,"Legal, financial & administrative professions "
Rettore,1,4,"Legal, financial & administrative professions "
Società di Assicurazioni,1,4,"Legal, financial & administrative professions "
"Istituto di Informazioni e di Investigazioni, Ricerche, agenzia d'informazioni e investigazioni",1,4,"Legal, financial & administrative professions "
Succ. Ditta Perissinotto Giuseppe di Nicola,1,4,"Legal, financial & administrative professions "
rappresentante pellami,1,4,"Legal, financial & administrative professions "
Direttore Banco San Marco,1,4,"Legal, financial & administrative professions "
Ass. Naz. Combattenti,1,4,"Legal, financial & administrative professions "
Dogana Principale,1,4,"Legal, financial & administrative professions "
Procuratore presso la Corte d’Appello,1,4,"Legal, financial & administrative professions "
legatoria di Libri,1,4,"Legal, financial & administrative professions "
Direttore Banqueca Veneziana di Cprediti e Conti Corrrenti,1,4,"Legal, financial & administrative professions "
Associazione,1,4,"Legal, financial & administrative professions "
Capo Uff. Amministrazione,1,4,"Legal, financial & administrative professions "
Capitano Addetto,1,4,"Legal, financial & administrative professions "
V. Direttore,1,4,"Legal, financial & administrative professions "
Vice Presidente Deputazione Provinciale dell’Amministrazione della Provincia,1,4,"Legal, financial & administrative professions "
Relatore Comando di Legione Guardia di Finanza,1,4,"Legal, financial & administrative professions "
Pres. Soc. Ven. della (IFSE),1,4,"Legal, financial & administrative professions "
segreteria Istituto Universitarlo Economía e Com. Ca' Foscari,1,4,"Legal, financial & administrative professions "
"Segetarjo Capo Uff. Impianti Elettrici e di Segnalamento, Ferrovie dello Stato, Direzione S. Lucia",1,4,"Legal, financial & administrative professions "
Presidente di Sez.,1,4,"Legal, financial & administrative professions "
Medico Provinciale,1,4,"Legal, financial & administrative professions "
"Istituto Universitario di Economia e Commercio, Ca' Foscari",1,4,"Legal, financial & administrative professions "
Legione Territ. Guardia di Finanza di Marghera,1,4,"Legal, financial & administrative professions "
Istituto Nazionale per il Commercio Estero,1,4,"Legal, financial & administrative professions "
Vicc. Presid. Club Alpino Italiano,1,4,"Legal, financial & administrative professions "
Capo Cantiere da A. C. N. I. L.,1,4,"Legal, financial & administrative professions "
Dep. Fornaggi,1,4,"Legal, financial & administrative professions "
applicato segreteria Istituto Universitario di Aretich.,1,4,"Legal, financial & administrative professions "
Presidente Tribunale Civile e Penale,1,4,"Legal, financial & administrative professions "
Gestione P. Y. Socimezarea,1,4,"Legal, financial & administrative professions "
curato autonomo,1,4,Religious institutions & clergy
Bibliotecc 1. stituto Universitario Economia Commercio Co Foscar.,1,4,"Legal, financial & administrative professions "
Archivista,1,4,"Legal, financial & administrative professions "
Patrocinatore legale,1,4,"Legal, financial & administrative professions "
Sostituto Proc.,1,4,"Legal, financial & administrative professions "
"vicario S. Leone, (S. Lio)",1,4,Religious institutions & clergy
Istituto Ortopedioco Elioteropico,1,4,"Legal, financial & administrative professions "
Direttore Banca d'A. mercica e d'Italia,1,4,"Legal, financial & administrative professions "
Com. Esecutivo della Cam. Conf. del lavoro,1,4,"Legal, financial & administrative professions "
Segretaria della Camera Conf. del Lavoro,1,4,"Legal, financial & administrative professions "
"Vice Cam. dirigente ""Commissariato di Castello""",1,4,"Legal, financial & administrative professions "
medicina generale-Ospedale Civile,1,4,"Legal, financial & administrative professions "
"Gespppe Vec-tore s. N., Società mineraria",1,4,"Legal, financial & administrative professions "
Vice Presd. Società Canottieri,1,4,"Legal, financial & administrative professions "
Aiutante di CancelI. della Pietura,1,4,"Legal, financial & administrative professions "
I. Archiviasti del Genio Civile,1,4,"Legal, financial & administrative professions "
Cassiere Principale Banca di Napoli,1,4,"Legal, financial & administrative professions "
Ing. Capo Ufficio Tecnico dell’Amministrazione del Provincia,1,4,"Legal, financial & administrative professions "
rappresentante assicurazioni,1,4,"Legal, financial & administrative professions "
facchini pubblici,1,4,"Legal, financial & administrative professions "
Comunità Israelitica,1,4,Religious institutions & clergy
Segretario Società Costruzioni Bincionaro,1,4,"Legal, financial & administrative professions "
"Revisore Ufficiale dei Conti, Amministratore Giudiziario",1,4,"Legal, financial & administrative professions "
Capo Stazione di Prima Classe,1,4,"Legal, financial & administrative professions "
Segret. presso la Corte d'Appello,1,4,"Legal, financial & administrative professions "
"Geometra, prin.e del Genio Civile",1,4,"Legal, financial & administrative professions "
Revisore dei Cont.,1,4,"Legal, financial & administrative professions "
Capo uff. Trasmissioni,1,4,"Legal, financial & administrative professions "
Condirettore,1,4,"Legal, financial & administrative professions "
Ispettore Capo Ufficio scritture,1,4,"Legal, financial & administrative professions "
"Addetto ""Consigliere""",1,4,"Legal, financial & administrative professions "
sindaco supplente,1,4,"Legal, financial & administrative professions "
Vicario S. Sofia,1,4,Religious institutions & clergy
"consigliere Istituto Univers. di Economia e Commerico, C'a Foscari",1,4,"Legal, financial & administrative professions "
Comandante le tenenze Legione Territoriale dei Carabinieri,1,4,"Legal, financial & administrative professions "
Ispettorato del Lavoro,1,4,"Legal, financial & administrative professions "
"Ispett. Capo, Uff. Impianti Elettrici e di Segnalamento, Ferrovie dello Stato, Direzione S. Lucia",1,4,"Legal, financial & administrative professions "
rappresentante goiieri alametari,1,4,"Legal, financial & administrative professions "
Segretario Regionale del Lavoro per le Venezie,1,4,"Legal, financial & administrative professions "
Tribunale dei Minorenni,1,4,"Legal, financial & administrative professions "
Vice Presidente Deputazione Provinciale dell'Amministrazione della Provincia,1,4,"Legal, financial & administrative professions "
Forniture e Rappresentanze Articoli tecnici di Actis Caporale Letizia,1,4,"Legal, financial & administrative professions "
Dirig. Uff. Srrvizio,1,4,"Legal, financial & administrative professions "
Direttore Amm.,1,4,"Legal, financial & administrative professions "
Campo Bandiera e Moro,1,4,"Legal, financial & administrative professions "
Reparto Compart. di Mobilitazione,1,4,"Legal, financial & administrative professions "
Cassiere Economo,1,4,"Legal, financial & administrative professions "
Istituto di Cultura Fisica,1,4,"Legal, financial & administrative professions "
Istituto Aut. per le case popolari,1,4,"Legal, financial & administrative professions "
Consigliere (TELVE),1,4,"Legal, financial & administrative professions "
Pretura di Mestre,1,4,"Legal, financial & administrative professions "
Pres della (FLG),1,4,"Legal, financial & administrative professions "
Vice Comm. Acqs.,1,4,"Legal, financial & administrative professions "
Capo Servizi Sgx. Mag. Gen.,1,4,"Legal, financial & administrative professions "
Segretario Banca Nazionale del Lavoro,1,4,"Legal, financial & administrative professions "
Rappresentante Carta,1,4,"Legal, financial & administrative professions "
Comm. Agaxit. Ufficio Stranieri dalla Questura,1,4,"Legal, financial & administrative professions "
vicario S. Barnaba,1,4,Religious institutions & clergy
Comando Mil. lit. Maritt. Aut,1,4,"Legal, financial & administrative professions "
Commissariato Compartimentale di Polizia Ferroviaria,1,4,"Legal, financial & administrative professions "
Gabinetto Prefettura,1,4,"Legal, financial & administrative professions "
Comm. dirigente,1,4,"Legal, financial & administrative professions "
Σegretario,1,4,"Legal, financial & administrative professions "
Silvio. Giovanni e Mario,1,4,"Legal, financial & administrative professions "
"Appareohgl per saldatura e taglio osalacetilenici, Riduttori di presslone, Impiantì di distrlbufione gas compressl, Rappresentanti per il Veneto: Soc. Rapprentazne Generali, S. Molse.",1,4,"Legal, financial & administrative professions "
Consegnatario Magazino Distretto Militaire dl Veniuzia,1,4,"Legal, financial & administrative professions "
Vescovo Ausiliare,1,4,Religious institutions & clergy
Giudice: Tribunale Civile e Penale,1,4,"Legal, financial & administrative professions "
Presidente Tstinto Veneto di Scienze Lettere ed Arti,1,4,"Legal, financial & administrative professions "
Medico generale,1,4,"Legal, financial & administrative professions "
"Ass. Naz. Mutilati ed Invalidi di Guerra, ex Palazzo Reale",1,4,"Legal, financial & administrative professions "
medicina generale | Osp. Infettivi,1,4,"Legal, financial & administrative professions "
Ass. dei Commercianti,1,4,"Legal, financial & administrative professions "
rappresentanze generali e limenari,1,4,"Legal, financial & administrative professions "
ispett. comp. dell'Ispettorato delle Imposte direttc,1,4,"Legal, financial & administrative professions "
Ispettrice Gener. Opera Pia; Asili di Carità per l'Infanzia,1,4,"Legal, financial & administrative professions "
Pres. Società degli Amici dei Monumenti,1,4,"Legal, financial & administrative professions "
vic. intend. dell’Intendenza di Finanza,1,4,"Legal, financial & administrative professions "
Ospedale Civile,1,4,"Legal, financial & administrative professions "
