category,frequency,cluster_id,category_name
agenzia d'affari,2,5,"Real estate, construction & business services"
terrazziario,2,5,"Real estate, construction & business services"
mobili,2,5,"Real estate, construction & business services"
Forniture complete MOBILI e ACCESSORI per UFFICI,2,5,"Real estate, construction & business services"
mobili (negozi),2,5,"Real estate, construction & business services"
liquori (fabrica e deposito),2,5,"Real estate, construction & business services"
Articoli Casalinghi,2,5,"Real estate, construction & business services"
rappresentante materiali edili,2,5,"Real estate, construction & business services"
imprese edili,2,5,"Real estate, construction & business services"
rimorchiatori,2,5,"Real estate, construction & business services"
acquisto fabbricati e aziende agricole,2,5,"Real estate, construction & business services"
acquisto costruzioni immobili,2,5,"Real estate, construction & business services"
compra.vendita immobili,2,5,"Real estate, construction & business services"
Impresa,2,5,"Real estate, construction & business services"
compravendita beni agricoli,1,5,"Real estate, construction & business services"
Acquisto Alberghi,1,5,"Real estate, construction & business services"
Affissioni e pubblicità,1,5,"Real estate, construction & business services"
Agenzie di pagno,1,5,"Real estate, construction & business services"
Commercio terreni,1,5,"Real estate, construction & business services"
Automobili,1,5,"Real estate, construction & business services"
Autonoleggi e Autorimesse,1,5,"Real estate, construction & business services"
Costruzione e gestione alberghi,1,5,"Real estate, construction & business services"
"FABBRICA - Cucine economiche, Stufe - Letti - Reti - Brande Turche",1,5,"Real estate, construction & business services"
decoratore in stuepici e costruzioni,1,5,"Real estate, construction & business services"
Disinfestazioni,1,5,"Real estate, construction & business services"
AFFITTI APPARTAMENTI COMPRA - VENDITA AMMINISTRAZIONE,1,5,"Real estate, construction & business services"
Imposte di consumo,1,5,"Real estate, construction & business services"
Fornitura per lavori ed opera edilizia stradali,1,5,"Real estate, construction & business services"
Impresa Lavori Edili e Marittimi,1,5,"Real estate, construction & business services"
OFFICINA RIPARAZIONI,1,5,"Real estate, construction & business services"
"Impresa Costruzioni Edilizie, Lavori edilizi in cemento armato, ferro e legno",1,5,"Real estate, construction & business services"
Schedari - Mobili per Uffici - Macchine Contabili,1,5,"Real estate, construction & business services"
Imprese lavori,1,5,"Real estate, construction & business services"
Imprese e pompe funebri,1,5,"Real estate, construction & business services"
Magazzini di deposito,1,5,"Real estate, construction & business services"
"Impresa Edile, Costruzioni In Cemento",1,5,"Real estate, construction & business services"
Premiato Mobilificio,1,5,"Real estate, construction & business services"
ARREDAMENTI NEGOZI,1,5,"Real estate, construction & business services"
Costruzioni Edili,1,5,"Real estate, construction & business services"
affitti appartamenti vuoti e ammobilitati,1,5,"Real estate, construction & business services"
"RADIORIPARAZIONI A DOMICILIO, NOLEGGIO RADIOGRAMMFONI",1,5,"Real estate, construction & business services"
"Affitti, Appartamenti, Compravendita Case, Terrei, Dent, Immobili",1,5,"Real estate, construction & business services"
Adriatica Costruzioni Edilizie,1,5,"Real estate, construction & business services"
navi compravendita,1,5,"Real estate, construction & business services"
Azienda Generale (carrozzieri,1,5,"Real estate, construction & business services"
Raffineria e Depositi,1,5,"Real estate, construction & business services"
Azienda Immobiliare Anonima,1,5,"Real estate, construction & business services"
informazioni commerciali,1,5,"Real estate, construction & business services"
Arredamenti,1,5,"Real estate, construction & business services"
Azienda Agricola,1,5,"Real estate, construction & business services"
Impresario Edile,1,5,"Real estate, construction & business services"
articoli Casalinghi,1,5,"Real estate, construction & business services"
costruttore edile,1,5,"Real estate, construction & business services"
liquori fabbrica e depositi,1,5,"Real estate, construction & business services"
Imprese ed Appalti Vari,1,5,"Real estate, construction & business services"
Automoleggigo e Autorimessa,1,5,"Real estate, construction & business services"
Imprese ed Appalti,1,5,"Real estate, construction & business services"
Magazzino Ferro,1,5,"Real estate, construction & business services"
impresa di costruzioni e falegnameria,1,5,"Real estate, construction & business services"
riparazioni carrozzerie per auto,1,5,"Real estate, construction & business services"
mobilio (negozio),1,5,"Real estate, construction & business services"
Arredamenti completi,1,5,"Real estate, construction & business services"
mobilit (negozio),1,5,"Real estate, construction & business services"
Compagnia Immobiliare Edile,1,5,"Real estate, construction & business services"
impresa Edile,1,5,"Real estate, construction & business services"
comprvendita immobili,1,5,"Real estate, construction & business services"
imp::e(.9 ed appalti,1,5,"Real estate, construction & business services"
impresa-edile,1,5,"Real estate, construction & business services"
Leva e Mobilitazione,1,5,"Real estate, construction & business services"
imprese Edili,1,5,"Real estate, construction & business services"
impresa edili,1,5,"Real estate, construction & business services"
Società Immobiliare,1,5,"Real estate, construction & business services"
Rivendita giornalai,1,5,"Real estate, construction & business services"
mobiliti usati,1,5,"Real estate, construction & business services"
Ass. fra Proprietari di Fabbricati,1,5,"Real estate, construction & business services"
autonoleggio e automorsa,1,5,"Real estate, construction & business services"
casa e editrice,1,5,"Real estate, construction & business services"
Soc. Acc. Sempl. Mobili (Negozio),1,5,"Real estate, construction & business services"
Articoli Casalin,1,5,"Real estate, construction & business services"
lavori municipalizzati,1,5,"Real estate, construction & business services"
Cucine economiche,1,5,"Real estate, construction & business services"
impresa edile riscaldamento fumisteria,1,5,"Real estate, construction & business services"
Abiti (riparazioni),1,5,"Real estate, construction & business services"
Cinema (agenzia noleggio film),1,5,"Real estate, construction & business services"
Deposito mobili,1,5,"Real estate, construction & business services"
Consigliere Isttautiz Aut. per le case poplari,1,5,"Real estate, construction & business services"
mobili sati,1,5,"Real estate, construction & business services"
pensione albergo,1,5,"Real estate, construction & business services"
compravendita,1,5,"Real estate, construction & business services"
"Società Italiana Cinemato-grafia, Soc. a r. l., cinema (aggenzi noleggio film)",1,5,"Real estate, construction & business services"
Magazzino Deposito Materiali da Costruzioni,1,5,"Real estate, construction & business services"
Albergo e ristorante,1,5,"Real estate, construction & business services"
"Rappresentanze Industriali, Commerciali ed affini",1,5,"Real estate, construction & business services"
mobili di lusso e comuni,1,5,"Real estate, construction & business services"
"legnami e pali da costruzioni, (grossista)",1,5,"Real estate, construction & business services"
Impresa Lavori,1,5,"Real estate, construction & business services"
Imprese Edile,1,5,"Real estate, construction & business services"
Impresa Edile Falegnameria,1,5,"Real estate, construction & business services"
Veneta Costruzioni,1,5,"Real estate, construction & business services"
Societa immobiliare,1,5,"Real estate, construction & business services"
"Società automezzi Roma, automoleggi Automosport",1,5,"Real estate, construction & business services"
impresa di costruzioni,1,5,"Real estate, construction & business services"
Immobiliare,1,5,"Real estate, construction & business services"
mobili (fabbrica),1,5,"Real estate, construction & business services"
c .i o noleggi,1,5,"Real estate, construction & business services"
attività immobiliari,1,5,"Real estate, construction & business services"
Società mobiliare immobiliare e agricola,1,5,"Real estate, construction & business services"
Attività immobiliare,1,5,"Real estate, construction & business services"
Acquisto fabbricati e aziende agricole,1,5,"Real estate, construction & business services"
compra vendita immobili,1,5,"Real estate, construction & business services"
impresa pompe funebri,1,5,"Real estate, construction & business services"
attività immobiliare,1,5,"Real estate, construction & business services"
"Costruzioni edili, civili e industriali, industri inoshiva",1,5,"Real estate, construction & business services"
comperavendita immobili,1,5,"Real estate, construction & business services"
rappresentante articoli casalinghi,1,5,"Real estate, construction & business services"
impresa ed appalti vari,1,5,"Real estate, construction & business services"
costruzione e gestione alberghi,1,5,"Real estate, construction & business services"
"Lavori Edili i cementi armati, Opere pubbliche",1,5,"Real estate, construction & business services"
cinema e agenzia noleggio film,1,5,"Real estate, construction & business services"
Quartiere Urbano,1,5,"Real estate, construction & business services"
rappresentante articoli casalinghici,1,5,"Real estate, construction & business services"
servizi,1,5,"Real estate, construction & business services"
Importazione,1,5,"Real estate, construction & business services"
Società Coop. dell’Arte e dei Lavoratori dell’edilizia ed affini,1,5,"Real estate, construction & business services"
compra-vendita,1,5,"Real estate, construction & business services"
Arredamento,1,5,"Real estate, construction & business services"
Hotel-Restaurant,1,5,"Real estate, construction & business services"
FORNITURE COMPLETE,1,5,"Real estate, construction & business services"
Compravendita immobili,1,5,"Real estate, construction & business services"
Affitti,1,5,"Real estate, construction & business services"
mobili fabbriche,1,5,"Real estate, construction & business services"
"commmercio e lavorazione, Stabilimento : Murano, Fondamenta Manin numero 78",1,5,"Real estate, construction & business services"
Negozi,1,5,"Real estate, construction & business services"
per Imprese di Costruzioni,1,5,"Real estate, construction & business services"
"s. 8. a r. 1., lavori manovalanza",1,5,"Real estate, construction & business services"
Negoziante,1,5,"Real estate, construction & business services"
Costruzioni mercante,1,5,"Real estate, construction & business services"
AFFITTI-APPARTAMENTI CASE,1,5,"Real estate, construction & business services"
impresa edile e appalti vari,1,5,"Real estate, construction & business services"
S. A. Ricomimenti Alveraggo aux Verenti autorimoti,1,5,"Real estate, construction & business services"
Forniture complete mobili e accessori per ufficio,1,5,"Real estate, construction & business services"
Forniture,1,5,"Real estate, construction & business services"
prodotti chimici,43,6,"Chemicals, fuel, construction materials & raw materials"
Legnami e pali da costruzioni,29,6,"Chemicals, fuel, construction materials & raw materials"
Materiali per costruzioni edilizie,25,6,"Chemicals, fuel, construction materials & raw materials"
Carboni Fossili e Ligniti,23,6,"Chemicals, fuel, construction materials & raw materials"
Prodotti chimici,20,6,"Chemicals, fuel, construction materials & raw materials"
carbone e legna (dettaglio),17,6,"Chemicals, fuel, construction materials & raw materials"
carbone e legna,17,6,"Chemicals, fuel, construction materials & raw materials"
Carboni - Legna,13,6,"Chemicals, fuel, construction materials & raw materials"
Olii minerali,13,6,"Chemicals, fuel, construction materials & raw materials"
Impermeabili,12,6,"Chemicals, fuel, construction materials & raw materials"
Marmi,11,6,"Chemicals, fuel, construction materials & raw materials"
Combustibili solidi,10,6,"Chemicals, fuel, construction materials & raw materials"
Fornaci da calce e laterizi,10,6,"Chemicals, fuel, construction materials & raw materials"
Combustibili liquidi,9,6,"Chemicals, fuel, construction materials & raw materials"
Articoli di Gomma e affini,8,6,"Chemicals, fuel, construction materials & raw materials"
Lubrificanti,8,6,"Chemicals, fuel, construction materials & raw materials"
Carbone,7,6,"Chemicals, fuel, construction materials & raw materials"
Ferri e metalli usati,7,6,"Chemicals, fuel, construction materials & raw materials"
Riscaldamento e fumisterie,7,6,"Chemicals, fuel, construction materials & raw materials"
Carbone e Legna,6,6,"Chemicals, fuel, construction materials & raw materials"
Olii combustibili,6,6,"Chemicals, fuel, construction materials & raw materials"
refrattari e laterizi,6,6,"Chemicals, fuel, construction materials & raw materials"
rappresentante prodotti chimici,6,6,"Chemicals, fuel, construction materials & raw materials"
Candele,5,6,"Chemicals, fuel, construction materials & raw materials"
Metano,5,6,"Chemicals, fuel, construction materials & raw materials"
Minerali,5,6,"Chemicals, fuel, construction materials & raw materials"
stoffe e tessuti,5,6,"Chemicals, fuel, construction materials & raw materials"
legnami e pali da costruzioni,5,6,"Chemicals, fuel, construction materials & raw materials"
Articoli Igienici,4,6,"Chemicals, fuel, construction materials & raw materials"
Carburanti Olii ed affini,4,6,"Chemicals, fuel, construction materials & raw materials"
Manipolazione carboni,4,6,"Chemicals, fuel, construction materials & raw materials"
Metalli usati,4,6,"Chemicals, fuel, construction materials & raw materials"
acque gassate,4,6,"Chemicals, fuel, construction materials & raw materials"
malattie polmonari,4,6,"Chemicals, fuel, construction materials & raw materials"
Acque gassate,3,6,"Chemicals, fuel, construction materials & raw materials"
Acque minerali,3,6,"Chemicals, fuel, construction materials & raw materials"
Alluminio,3,6,"Chemicals, fuel, construction materials & raw materials"
"Armi, munizioni, proiettili",3,6,"Chemicals, fuel, construction materials & raw materials"
Fumisti,3,6,"Chemicals, fuel, construction materials & raw materials"
Granaglie,3,6,"Chemicals, fuel, construction materials & raw materials"
Metalli greggi e lavorati,3,6,"Chemicals, fuel, construction materials & raw materials"
Navi in legno,3,6,"Chemicals, fuel, construction materials & raw materials"
Pietra artificiale,3,6,"Chemicals, fuel, construction materials & raw materials"
carbone e legna (grossista),3,6,"Chemicals, fuel, construction materials & raw materials"
articoli di gomma,3,6,"Chemicals, fuel, construction materials & raw materials"
marmi,3,6,"Chemicals, fuel, construction materials & raw materials"
friggitore e commestibili cotti,3,6,"Chemicals, fuel, construction materials & raw materials"
detersivi,3,6,"Chemicals, fuel, construction materials & raw materials"
materiali refrattari e laterizi,3,6,"Chemicals, fuel, construction materials & raw materials"
Materiali,3,6,"Chemicals, fuel, construction materials & raw materials"
fertilizzanti e anticrittogamici,3,6,"Chemicals, fuel, construction materials & raw materials"
MOBILI DI FERRO,2,6,"Chemicals, fuel, construction materials & raw materials"
Carburanti,2,6,"Chemicals, fuel, construction materials & raw materials"
Carburo di calcio,2,6,"Chemicals, fuel, construction materials & raw materials"
Cementi,2,6,"Chemicals, fuel, construction materials & raw materials"
Estintori da incendio,2,6,"Chemicals, fuel, construction materials & raw materials"
Fertilizzanti e anticrittogamici,2,6,"Chemicals, fuel, construction materials & raw materials"
Fibre vegetali ed affini,2,6,"Chemicals, fuel, construction materials & raw materials"
Isolanti termici ed acustici,2,6,"Chemicals, fuel, construction materials & raw materials"
Lavorazione droghe,2,6,"Chemicals, fuel, construction materials & raw materials"
Legna per cellulosa,2,6,"Chemicals, fuel, construction materials & raw materials"
Legname compensato,2,6,"Chemicals, fuel, construction materials & raw materials"
Materiale per agricoltura,2,6,"Chemicals, fuel, construction materials & raw materials"
Navi in cemento,2,6,"Chemicals, fuel, construction materials & raw materials"
Oggetti di piombo,2,6,"Chemicals, fuel, construction materials & raw materials"
Prodotti antiparassitari,2,6,"Chemicals, fuel, construction materials & raw materials"
Prodotti e sottoprodotti petroliferi,2,6,"Chemicals, fuel, construction materials & raw materials"
materiali edili,2,6,"Chemicals, fuel, construction materials & raw materials"
Rivestimenti,2,6,"Chemicals, fuel, construction materials & raw materials"
Timbri di gomma,2,6,"Chemicals, fuel, construction materials & raw materials"
Vernici sottomarine,2,6,"Chemicals, fuel, construction materials & raw materials"
carbone,2,6,"Chemicals, fuel, construction materials & raw materials"
carbone (importatori e produttori),2,6,"Chemicals, fuel, construction materials & raw materials"
Carbone e Legna (dettaglio),2,6,"Chemicals, fuel, construction materials & raw materials"
carbone legna,2,6,"Chemicals, fuel, construction materials & raw materials"
Carbone e legna,2,6,"Chemicals, fuel, construction materials & raw materials"
Materiale per costruzioni edilizie,2,6,"Chemicals, fuel, construction materials & raw materials"
Chimico,2,6,"Chemicals, fuel, construction materials & raw materials"
carbone e legna (dettagli),2,6,"Chemicals, fuel, construction materials & raw materials"
carbone e legna (dett.),2,6,"Chemicals, fuel, construction materials & raw materials"
Carbone e legna (dettaglio),2,6,"Chemicals, fuel, construction materials & raw materials"
bandaio e lattoniere,2,6,"Chemicals, fuel, construction materials & raw materials"
combustibili liquidi ed affini,2,6,"Chemicals, fuel, construction materials & raw materials"
Legnami e pali da costruzione,2,6,"Chemicals, fuel, construction materials & raw materials"
carburanti,2,6,"Chemicals, fuel, construction materials & raw materials"
coal and firewood,2,6,"Chemicals, fuel, construction materials & raw materials"
materiali da costruzione,1,6,"Chemicals, fuel, construction materials & raw materials"
Alcool denaturato,1,6,"Chemicals, fuel, construction materials & raw materials"
Articoli per Fumatori,1,6,"Chemicals, fuel, construction materials & raw materials"
"BAULI moderni, solidi, leggeri ed eleganti",1,6,"Chemicals, fuel, construction materials & raw materials"
Benzina,1,6,"Chemicals, fuel, construction materials & raw materials"
Carboni Fossili e Legna da ardere,1,6,"Chemicals, fuel, construction materials & raw materials"
Commercio Carboni e Legna da ardere,1,6,"Chemicals, fuel, construction materials & raw materials"
carboni o legna da ardere,1,6,"Chemicals, fuel, construction materials & raw materials"
Cementi armati,1,6,"Chemicals, fuel, construction materials & raw materials"
Concimi azotati,1,6,"Chemicals, fuel, construction materials & raw materials"
Denti artificiali,1,6,"Chemicals, fuel, construction materials & raw materials"
(fabbriche),1,6,"Chemicals, fuel, construction materials & raw materials"
Ferro battuto,1,6,"Chemicals, fuel, construction materials & raw materials"
Ferro e metalli da fondere,1,6,"Chemicals, fuel, construction materials & raw materials"
Fiscoli e dischi per la spremitura delle olive,1,6,"Chemicals, fuel, construction materials & raw materials"
Gas tossici,1,6,"Chemicals, fuel, construction materials & raw materials"
IMBALLAGGI IN LEGNO,1,6,"Chemicals, fuel, construction materials & raw materials"
Lavorazione marmi,1,6,"Chemicals, fuel, construction materials & raw materials"
Legna (ingrosso),1,6,"Chemicals, fuel, construction materials & raw materials"
Legnami di sfacimento,1,6,"Chemicals, fuel, construction materials & raw materials"
"Carboni fossili, Ligniti legna da ardere",1,6,"Chemicals, fuel, construction materials & raw materials"
Linifici,1,6,"Chemicals, fuel, construction materials & raw materials"
Materiale cinematografico,1,6,"Chemicals, fuel, construction materials & raw materials"
Materiali da costruzione,1,6,"Chemicals, fuel, construction materials & raw materials"
Manufatti in cemento,1,6,"Chemicals, fuel, construction materials & raw materials"
Materiale ferroviario,1,6,"Chemicals, fuel, construction materials & raw materials"
Materiali plastici,1,6,"Chemicals, fuel, construction materials & raw materials"
Materiali siderurgici,1,6,"Chemicals, fuel, construction materials & raw materials"
Materiali tecnici e per la ricostruzione,1,6,"Chemicals, fuel, construction materials & raw materials"
Materie resìnose,1,6,"Chemicals, fuel, construction materials & raw materials"
Metalli lavorati e bronzi,1,6,"Chemicals, fuel, construction materials & raw materials"
Paraffina,1,6,"Chemicals, fuel, construction materials & raw materials"
selciatura e pavimentazione stradale,1,6,"Chemicals, fuel, construction materials & raw materials"
Prodotti coloranti,1,6,"Chemicals, fuel, construction materials & raw materials"
rappresentante te colori e prodotti chimici,1,6,"Chemicals, fuel, construction materials & raw materials"
rappresentante i prodotti chimici,1,6,"Chemicals, fuel, construction materials & raw materials"
Refrattari - laterizi e calce,1,6,"Chemicals, fuel, construction materials & raw materials"
Ricerche minerarie,1,6,"Chemicals, fuel, construction materials & raw materials"
Riscaldamento e termosifoni,1,6,"Chemicals, fuel, construction materials & raw materials"
Rottami metallici,1,6,"Chemicals, fuel, construction materials & raw materials"
Fabbrica Timbri in Gomma,1,6,"Chemicals, fuel, construction materials & raw materials"
Tubi in cemento,1,6,"Chemicals, fuel, construction materials & raw materials"
Tubi in ferro e acciaio,1,6,"Chemicals, fuel, construction materials & raw materials"
alluminio,1,6,"Chemicals, fuel, construction materials & raw materials"
Carbone e legna (grossista),1,6,"Chemicals, fuel, construction materials & raw materials"
lavorazione dzoghe,1,6,"Chemicals, fuel, construction materials & raw materials"
materiali refrattari e laterizi. Prodotti chimici,1,6,"Chemicals, fuel, construction materials & raw materials"
materiale per construzioni edilizie,1,6,"Chemicals, fuel, construction materials & raw materials"
prodotti chimici (commercio),1,6,"Chemicals, fuel, construction materials & raw materials"
prodotti chimici commercio,1,6,"Chemicals, fuel, construction materials & raw materials"
legnami e pali da costruzione,1,6,"Chemicals, fuel, construction materials & raw materials"
carbone e legnai dettagli,1,6,"Chemicals, fuel, construction materials & raw materials"
"prodotti chimici, petrolio e benzina, marmi e cemento * * * * * * colori e vernici, ferramenta e metalli, carburo di calcio,",1,6,"Chemicals, fuel, construction materials & raw materials"
acque minerali,1,6,"Chemicals, fuel, construction materials & raw materials"
ra-bone e logna (dettaglio),1,6,"Chemicals, fuel, construction materials & raw materials"
navi in legno,1,6,"Chemicals, fuel, construction materials & raw materials"
detersivi saponi aflini,1,6,"Chemicals, fuel, construction materials & raw materials"
legnami e pelli da costruzioni,1,6,"Chemicals, fuel, construction materials & raw materials"
"di Belle, Ferrer e Zacchiroli M., carbone e legna (grossista)",1,6,"Chemicals, fuel, construction materials & raw materials"
riscaldamento e fumisteria,1,6,"Chemicals, fuel, construction materials & raw materials"
guarnizioni isolanenti,1,6,"Chemicals, fuel, construction materials & raw materials"
Acque Gassate,1,6,"Chemicals, fuel, construction materials & raw materials"
rappresentanti carboni,1,6,"Chemicals, fuel, construction materials & raw materials"
articoli tecnici combustibili solidi e liquidi,1,6,"Chemicals, fuel, construction materials & raw materials"
combustibili solidi,1,6,"Chemicals, fuel, construction materials & raw materials"
timbri di gomma in metallo e incisioni,1,6,"Chemicals, fuel, construction materials & raw materials"
ferri e metalli usati,1,6,"Chemicals, fuel, construction materials & raw materials"
lavorazione doghe,1,6,"Chemicals, fuel, construction materials & raw materials"
Carbone e legna (vendita al dettaglio),1,6,"Chemicals, fuel, construction materials & raw materials"
manipolazione carboni FF. SS.,1,6,"Chemicals, fuel, construction materials & raw materials"
Combustibili solidi e liquidi,1,6,"Chemicals, fuel, construction materials & raw materials"
Rappresentanze di prodotti chimici,1,6,"Chemicals, fuel, construction materials & raw materials"
cabbone e legna,1,6,"Chemicals, fuel, construction materials & raw materials"
fornaci da calce e laterizi,1,6,"Chemicals, fuel, construction materials & raw materials"
carbone e legna (det. taglio),1,6,"Chemicals, fuel, construction materials & raw materials"
fiscoi dischi per la spremitura delle olive,1,6,"Chemicals, fuel, construction materials & raw materials"
timbri di gomma,1,6,"Chemicals, fuel, construction materials & raw materials"
carbone e legna (det- taglio),1,6,"Chemicals, fuel, construction materials & raw materials"
fabbro ferrajo e mecrtnico,1,6,"Chemicals, fuel, construction materials & raw materials"
Labor. chimie delle dogane e imposte di fabbriczione,1,6,"Chemicals, fuel, construction materials & raw materials"
levame e pali da costruzioni,1,6,"Chemicals, fuel, construction materials & raw materials"
lubrificanti,1,6,"Chemicals, fuel, construction materials & raw materials"
fornura di calcei e butteri,1,6,"Chemicals, fuel, construction materials & raw materials"
prodotti e sottoprodotti petroliferi,1,6,"Chemicals, fuel, construction materials & raw materials"
Vetro (lavorazione),1,6,"Chemicals, fuel, construction materials & raw materials"
rappresentante-prodotti chimii,1,6,"Chemicals, fuel, construction materials & raw materials"
metalli minuti,1,6,"Chemicals, fuel, construction materials & raw materials"
carbone legna legnam & pali da costruzioni,1,6,"Chemicals, fuel, construction materials & raw materials"
Lavandiner e stirrac,1,6,"Chemicals, fuel, construction materials & raw materials"
Imballaggi in legno,1,6,"Chemicals, fuel, construction materials & raw materials"
legnami e palia da costruzioni,1,6,"Chemicals, fuel, construction materials & raw materials"
"armi, munizioni, proiettili",1,6,"Chemicals, fuel, construction materials & raw materials"
stoffine e tessuti,1,6,"Chemicals, fuel, construction materials & raw materials"
saponi,1,6,"Chemicals, fuel, construction materials & raw materials"
Lagenitmi e pali da costruzioni,1,6,"Chemicals, fuel, construction materials & raw materials"
fornica di calce e laterizi,1,6,"Chemicals, fuel, construction materials & raw materials"
Materiali per l’Edilizia,1,6,"Chemicals, fuel, construction materials & raw materials"
carbone e legna (grossisti),1,6,"Chemicals, fuel, construction materials & raw materials"
minerali,1,6,"Chemicals, fuel, construction materials & raw materials"
lubrificanti bitumi,1,6,"Chemicals, fuel, construction materials & raw materials"
ricerche minerarie,1,6,"Chemicals, fuel, construction materials & raw materials"
pali di legno,1,6,"Chemicals, fuel, construction materials & raw materials"
carbone e legname (dettaglio),1,6,"Chemicals, fuel, construction materials & raw materials"
"inco,re, coestelatore, sbalzatore, timbri di gom- ma e metallo",1,6,"Chemicals, fuel, construction materials & raw materials"
terramatta e metalía,1,6,"Chemicals, fuel, construction materials & raw materials"
Prefabbricati,1,6,"Chemicals, fuel, construction materials & raw materials"
materiale per costruzione,1,6,"Chemicals, fuel, construction materials & raw materials"
legno carboni (grossisti),1,6,"Chemicals, fuel, construction materials & raw materials"
curtona legna,1,6,"Chemicals, fuel, construction materials & raw materials"
materiale per saldature autogeno ossigeno,1,6,"Chemicals, fuel, construction materials & raw materials"
legna per cellulose,1,6,"Chemicals, fuel, construction materials & raw materials"
Fornace da calce e laterizi,1,6,"Chemicals, fuel, construction materials & raw materials"
Fornacci da calce e laterizi,1,6,"Chemicals, fuel, construction materials & raw materials"
Carboni e Legna da ardere,1,6,"Chemicals, fuel, construction materials & raw materials"
Molini e Pastificio,1,6,"Chemicals, fuel, construction materials & raw materials"
lavori poruuali materiali per costruzioni,1,6,"Chemicals, fuel, construction materials & raw materials"
"Manufatti in cemento, tubi in cemento",1,6,"Chemicals, fuel, construction materials & raw materials"
rappresentante carboni,1,6,"Chemicals, fuel, construction materials & raw materials"
carbone e legna ingrosso (dettaglio),1,6,"Chemicals, fuel, construction materials & raw materials"
fibre vegetali ed affini legna,1,6,"Chemicals, fuel, construction materials & raw materials"
Lavorazione di Sughero in genere,1,6,"Chemicals, fuel, construction materials & raw materials"
legnami e pali da costruzi,1,6,"Chemicals, fuel, construction materials & raw materials"
Carbone e Legna (Dettaglio),1,6,"Chemicals, fuel, construction materials & raw materials"
Fornaci,1,6,"Chemicals, fuel, construction materials & raw materials"
Laterizi Materiale per costruzioni edilizie,1,6,"Chemicals, fuel, construction materials & raw materials"
friggitore e commestibili,1,6,"Chemicals, fuel, construction materials & raw materials"
fabbro,1,6,"Chemicals, fuel, construction materials & raw materials"
Fabbro,1,6,"Chemicals, fuel, construction materials & raw materials"
graunoche e legna (dettagilo) | S. Polo,1,6,"Chemicals, fuel, construction materials & raw materials"
stoffe,1,6,"Chemicals, fuel, construction materials & raw materials"
"Clichés in zinco, rame ed ottone",1,6,"Chemicals, fuel, construction materials & raw materials"
ferro battuto,1,6,"Chemicals, fuel, construction materials & raw materials"
Fabbro Ferrario e Une-celnino,1,6,"Chemicals, fuel, construction materials & raw materials"
carbonaio e legna (dettaglio),1,6,"Chemicals, fuel, construction materials & raw materials"
Gassogeni,1,6,"Chemicals, fuel, construction materials & raw materials"
IMBALLAGGIA DI LEGNO PER QUALSIASI INDUSTRIA PAGLIA DI LEGNO PER IMBALLE DEPOSITO DI VENEZIA,1,6,"Chemicals, fuel, construction materials & raw materials"
S. A. Commercio Carboni e affini,1,6,"Chemicals, fuel, construction materials & raw materials"
carbone e legna (grossosta),1,6,"Chemicals, fuel, construction materials & raw materials"
stoffe per mobili,1,6,"Chemicals, fuel, construction materials & raw materials"
Articoli imballaggi di cellulosa,1,6,"Chemicals, fuel, construction materials & raw materials"
"Comoini chimici, Prodotti chimici, Prodotti azotati, Alcool, Cereali, vini, ecc.",1,6,"Chemicals, fuel, construction materials & raw materials"
stoffe tessuti,1,6,"Chemicals, fuel, construction materials & raw materials"
risandamento e fumisteria,1,6,"Chemicals, fuel, construction materials & raw materials"
carbone e legna (grossi sta),1,6,"Chemicals, fuel, construction materials & raw materials"
stoffe per arredamenti,1,6,"Chemicals, fuel, construction materials & raw materials"
carbone importatori e produttori,1,6,"Chemicals, fuel, construction materials & raw materials"
ceramica,1,6,"Chemicals, fuel, construction materials & raw materials"
pali in cemento armato,1,6,"Chemicals, fuel, construction materials & raw materials"
"autotrasporti, carbone e legnami",1,6,"Chemicals, fuel, construction materials & raw materials"
cement con- truction e mandauti di calce,1,6,"Chemicals, fuel, construction materials & raw materials"
Falegnami,51,7,"Decorative arts, photography, antiques & artisan crafts"
Colorificio Veneziano,44,7,"Decorative arts, photography, antiques & artisan crafts"
Articoli casalinghi e oggetti diversi,42,7,"Decorative arts, photography, antiques & artisan crafts"
Oggetti artistici specialità veneziane ed affini,39,7,"Decorative arts, photography, antiques & artisan crafts"
pittore,36,7,"Decorative arts, photography, antiques & artisan crafts"
Decoratori e pittori,26,7,"Decorative arts, photography, antiques & artisan crafts"
Oggetti usati,24,7,"Decorative arts, photography, antiques & artisan crafts"
Antichità belle arti,23,7,"Decorative arts, photography, antiques & artisan crafts"
Rappresentanze varie,23,7,"Decorative arts, photography, antiques & artisan crafts"
Ferramenta e colori,21,7,"Decorative arts, photography, antiques & artisan crafts"
Fotografie,21,7,"Decorative arts, photography, antiques & artisan crafts"
architetto,21,7,"Decorative arts, photography, antiques & artisan crafts"
decoratore e pittore,18,7,"Decorative arts, photography, antiques & artisan crafts"
rappresentanze varie,17,7,"Decorative arts, photography, antiques & artisan crafts"
oggetti di Cancelleria,17,7,"Decorative arts, photography, antiques & artisan crafts"
Colori e Vernici,16,7,"Decorative arts, photography, antiques & artisan crafts"
ottica ingegneria fotografia,15,7,"Decorative arts, photography, antiques & artisan crafts"
Tappezzieri,15,7,"Decorative arts, photography, antiques & artisan crafts"
oggetti artistici,15,7,"Decorative arts, photography, antiques & artisan crafts"
FOTOGRAFIA,13,7,"Decorative arts, photography, antiques & artisan crafts"
